year	fire	meanGCover0	meanGB0	pgrest0	grazedGBM0	PTranspirationL10	PTranspirationL20	meanGCover1	meanGB1	pgrest1	grazedGBM1	PTranspirationL11	PTranspirationL21	meanGCover2	meanGB2	pgrest2	grazedGBM2	PTranspirationL12	PTranspirationL22	meanGCover3	meanGB3	pgrest3	grazedGBM3	PTranspirationL13	PTranspirationL23	meanGCover4	meanGB4	pgrest4	grazedGBM4	PTranspirationL14	PTranspirationL24	meanGCover5	meanGB5	pgrest5	grazedGBM5	PTranspirationL15	PTranspirationL25	meanGCover6	meanGB6	pgrest6	grazedGBM6	PTranspirationL16	PTranspirationL26	meanGCover7	meanGB7	pgrest7	grazedGBM7	PTranspirationL17	PTranspirationL27	meanGCover8	meanGB8	pgrest8	grazedGBM8	PTranspirationL18	PTranspirationL28	meanSCover0	MaxSCover0	MinSCover0	SDSCover0	meanSB0	srest0	grazedSBM0	shrubCells0	estCells0	sc010	sc10	sc100	STranspirationL10	STranspirationL20	meanSCover1	MaxSCover1	MinSCover1	SDSCover1	meanSB1	srest1	grazedSBM1	shrubCells1	estCells1	sc011	sc11	sc101	STranspirationL11	STranspirationL21	meanSCover2	MaxSCover2	MinSCover2	SDSCover2	meanSB2	srest2	grazedSBM2	shrubCells2	estCells2	sc012	sc12	sc102	STranspirationL12	STranspirationL22	meanSCover3	MaxSCover3	MinSCover3	SDSCover3	meanSB3	srest3	grazedSBM3	shrubCells3	estCells3	sc013	sc13	sc103	STranspirationL13	STranspirationL23	meanSCover4	MaxSCover4	MinSCover4	SDSCover4	meanSB4	srest4	grazedSBM4	shrubCells4	estCells4	sc014	sc14	sc104	STranspirationL14	STranspirationL24	meanSCover5	MaxSCover5	MinSCover5	SDSCover5	meanSB5	srest5	grazedSBM5	shrubCells5	estCells5	sc015	sc15	sc105	STranspirationL15	STranspirationL25	meanSCover6	MaxSCover6	MinSCover6	SDSCover6	meanSB6	srest6	grazedSBM6	shrubCells6	estCells6	sc016	sc16	sc106	STranspirationL16	STranspirationL26	meanSCover7	MaxSCover7	MinSCover7	SDSCover7	meanSB7	srest7	grazedSBM7	shrubCells7	estCells7	sc017	sc17	sc107	STranspirationL17	STranspirationL27	meanSCover8	MaxSCover8	MinSCover8	SDSCover8	meanSB8	srest8	grazedSBM8	shrubCells8	estCells8	sc018	sc18	sc108	STranspirationL18	STranspirationL28	meanSCover9	MaxSCover9	MinSCover9	SDSCover9	meanSB9	srest9	grazedSBM9	shrubCells9	estCells9	sc019	sc19	sc109	STranspirationL19	STranspirationL29	meanSCover10	MaxSCover10	MinSCover10	SDSCover10	meanSB10	srest10	grazedSBM10	shrubCells10	estCells10	sc0110	sc110	sc1010	STranspirationL110	STranspirationL210	meanACover0	meanAB0	agrest0	grazedABM0	ATranspirationL10	meanGtotalcover	meanStotalcover	meanAtotalcover	scsum01	meanRCover	effSR	meanRB	BMGrazed	AnnualRain	Annualevaporation	AnnualtranspirationL1	AnnualtranspirationL2	ML1	ML2	Richness	ShannonDiv	Evenness
0	0	0.0307147	41669.1	38590.2	5119.95	3.72833	2.37744	0.0296855	40272.9	37339.3	4900.58	3.73453	2.36178	0.0308557	41860.4	38639	5288.04	3.82792	2.44366	0.0304182	41266.9	38353.6	4917.12	3.72829	2.37744	0.0295717	40118.4	37319.5	4742.35	3.6395	2.29959	0.0312434	42386.4	39233.8	5231.29	3.63955	2.29959	0.0324619	44039.4	40581.8	5640.9	3.72831	2.37744	0.0298796	40536.2	37457.5	5074.54	3.66346	2.32057	0.0298711	40524.7	37448.3	5071.49	3.66345	2.32057	0.034105	0.287612	0	0.0734257	511390	511166	282.905	189	0	188	188	147	5.18875	0.730307	0.0346238	0.295458	0	0.074507	519169	518950	277.667	189	0	189	189	145	5.42395	0.76107	0.0359662	0.289048	0	0.0770511	539298	538976	406.393	189	0	188	188	149	5.4344	0.762784	0.0350289	0.287323	0	0.074849	525243	525015	288.595	189	0	189	189	147	5.04055	0.70637	0.0330696	0.286502	0	0.0714983	495864	495526	426.56	189	0	189	189	136	4.98268	0.698457	0.0332307	0.290188	0	0.0725265	498280	498069	267.224	189	0	188	188	136	4.84561	0.679295	0.0344591	0.296921	0	0.0745231	516699	516447	318.814	189	0	186	186	146	5.25729	0.737774	0.0346615	0.286639	0	0.0738779	519735	519637	126.502	189	0	189	189	149	5.00793	0.702892	0.0360429	0.292243	0	0.0777503	540448	540343	134.762	189	0	186	186	151	5.50846	0.773447	0.0361064	0.291922	0	0.0774484	541399	541292	137.975	189	0	188	188	142	5.44219	0.763155	0.0354544	0.284764	0	0.0756107	531624	531398	285.674	189	0	189	189	153	5.31595	0.745529	0.127746	155063	141193	16808.2	1.78429	0.274702	0.382749	0.127746	189	0	50	0	65747.6	168.012	84.5761	92.5898	29.2398	0.100173	0.0767165	20	2.99009	0.149504
1	0	0.0409693	85857.9	84320.1	5003.65	7.74571	8.35154	0.0366569	76820.6	75492.1	4452.29	7.23423	7.6137	0.0414552	86876.2	85206.4	5205.01	7.99676	8.64745	0.0406734	85237.8	83822.6	4823.56	7.68658	8.27914	0.0363526	76182.9	74964.3	4290.14	7.02536	7.3772	0.0384995	80681.9	79260.1	4711.54	7.48764	7.93127	0.0434617	91081	89303.4	5493.55	8.26104	8.97954	0.0373106	78190.3	76731.2	4663.83	7.16418	7.57398	0.0372926	78152.8	76695.4	4660.43	7.16214	7.57165	0.032298	0.282006	0	0.0698874	748105	748157	264.249	189	0	186	186	141	6.45751	3.20063	0.0329422	0.29147	0	0.0711618	763027	773299	281.143	189	0	188	188	142	6.82735	3.37766	0.0339454	0.282609	0	0.0736593	786264	796933	432.261	189	0	184	184	143	6.78437	3.35757	0.0338174	0.279996	0	0.0724185	783299	793891	286.165	189	0	188	188	144	6.359	3.13893	0.0316314	0.280505	0	0.0684442	732666	742540	390.469	189	0	189	189	134	6.25238	3.08701	0.0317363	0.288213	0	0.0692585	735094	745035	273.82	189	0	188	188	130	6.02016	2.97358	0.0328335	0.29485	0	0.0713269	760509	770698	329.344	189	0	185	185	140	6.49829	3.21205	0.0330027	0.278215	0	0.0706262	764429	774934	135.918	189	0	188	188	148	6.27896	3.1066	0.0342839	0.284282	0	0.0741979	794104	804880	138.896	189	0	185	185	149	6.82235	3.37378	0.0343496	0.28094	0	0.0739724	795625	806409	134.833	189	0	187	187	140	6.83447	3.37915	0.033747	0.275434	0	0.0724096	781667	792329	264.702	189	0	187	187	150	6.71755	3.32432	0.25173	472010	456616	19570.6	11.4008	0.352672	0.364587	0.25173	189	0	50	0	65806.4	347.529	92.7146	151.017	107.857	0.128416	0.108569	20	2.9922	0.14961
2	0	0.0434989	63292.6	61237.1	5798.56	6.79899	5.2331	0.0375402	54622.4	52895.6	4988	6.02797	4.59229	0.0441614	64256.5	62059.3	6049.96	7.05923	5.43231	0.0431082	62724.1	60796.1	5582.49	6.75236	5.19929	0.0371363	54034.7	52417.3	4796.78	5.83014	4.44202	0.0396914	57752.5	55908.7	5290.1	6.21897	4.7569	0.0465897	67789.8	65453.6	6398	7.26018	5.60368	0.0383931	55863.5	53999.8	5244.18	6.02028	4.59042	0.0383935	55864.1	53998.4	5245.63	6.01849	4.58976	0.0306909	0.27886	0	0.0667073	493571	499705	241.98	189	21	188	185	134	4.52335	1.16738	0.0314788	0.284853	0	0.0674355	506242	512392	240.552	189	711	366	186	135	4.91012	1.4979	0.0324388	0.275152	0	0.0698017	521681	528038	380.554	189	711	386	181	139	4.85458	1.50207	0.0326888	0.269533	0	0.0690543	525702	532069	256.681	189	711	374	187	141	4.64751	1.41611	0.030613	0.269304	0	0.0650835	492318	498216	359.505	189	711	362	189	130	4.52815	1.37466	0.0307339	0.287437	0	0.0660636	494263	500234	226.538	189	711	360	188	125	4.35468	1.31839	0.0318478	0.27548	0	0.0680017	512177	518349	320.99	189	711	361	185	135	4.6971	1.43193	0.0318801	0.271013	0	0.0671879	512696	519039	124.455	189	711	375	187	141	4.53237	1.38885	0.0332416	0.27038	0	0.0708125	534592	541128	116.584	189	711	373	185	145	4.91848	1.50412	0.0328637	0.27458	0	0.0703226	528514	534914	119.239	189	711	375	184	136	4.92157	1.50985	0.032918	0.270531	0	0.0695069	529387	535872	261.285	189	711	372	187	146	4.84436	1.47714	0.170448	221902	212636	13758.3	4.63361	0.368513	0.351395	0.170448	500	0.0443783	50	82773.6	65800.3	191.912	66.0565	114.353	60.0321	0.117918	0.0763954	20	2.9887	0.149435
3	0	0.0534715	109326	107001	6426.96	6.74778	11.5557	0.0437389	89426.7	87584.2	5232.76	5.71746	9.63319	0.0545653	111562	109045	6747.82	7.03522	12.0654	0.0530354	108434	106266	6187.16	6.69293	11.4535	0.0431127	88146.4	86441.5	5009.12	5.51209	9.27404	0.0461929	94444	92473.8	5557.69	5.92798	10.0359	0.0574092	117376	114702	7135.2	7.26558	12.5053	0.0451102	92230.3	90207.2	5555.77	5.74574	9.70804	0.0451163	92242.8	90225.7	5547.86	5.74623	9.70982	0.0297309	0.257838	0	0.0635778	671852	678382	245.892	189	711	339	185	132	4.13865	4.36181	0.0314632	0.284496	0	0.0655061	710997	717766	251.137	189	711	385	189	134	4.51395	5.32712	0.0323482	0.270596	0	0.0679421	730995	737825	371.133	189	711	404	181	136	4.47765	5.35376	0.0329776	0.266721	0	0.0677729	745219	752263	256.62	189	711	389	191	141	4.31924	5.07936	0.0304484	0.252187	0	0.0628634	688066	694449	353.884	189	711	375	192	126	4.211	4.93141	0.0303563	0.271669	0	0.0636345	685985	692440	259.026	189	711	376	188	120	4.05311	4.75417	0.0315954	0.270544	0	0.0656928	713985	720636	311.826	189	711	379	186	132	4.38751	5.17877	0.0315482	0.263428	0	0.0650313	712919	719828	119.774	189	711	390	188	138	4.21183	4.97124	0.0330397	0.266005	0	0.0685988	746622	753749	126.684	189	711	388	186	139	4.58198	5.41721	0.0320184	0.262315	0	0.066815	723544	730400	126.813	189	711	396	185	129	4.53149	5.37374	0.0329685	0.268498	0	0.0676686	745015	752126	266.721	189	711	393	190	143	4.538	5.35869	0.131704	240931	233839	9614.25	3.26886	0.441752	0.348495	0.131704	525	0.109418	50	202757	65704.1	335.115	55.0447	107.625	152.048	0.123806	0.110216	20	2.97164	0.148582
4	0	0.0667325	142777	141160	6778.2	11.7675	13.4449	0.0517441	110850	109476	5289.42	9.46641	10.6228	0.0684627	146457	144676	7150.56	12.3345	14.1155	0.0662782	141805	140342	6527.61	11.6825	13.3434	0.0507882	108815	107559	5046.05	9.09095	10.1858	0.0545075	116779	115321	5575.52	9.78495	11.0115	0.0717802	153570	151684	7502.83	12.6804	14.5357	0.05382	115272	113754	5654.62	9.5953	10.8008	0.0538393	115313	113796	5655.48	9.5983	10.8054	0.0288114	0.25151	0	0.0604477	685426	690096	274.723	189	711	344	185	124	5.66353	4.06759	0.0311671	0.271037	0	0.0623324	741280	746290	305.234	189	711	386	281	131	6.43112	5.35448	0.0326721	0.260034	0	0.0658089	777071	782198	455.83	189	711	407	268	132	6.37573	5.42077	0.0329756	0.259642	0	0.0655708	784344	789551	299.169	189	711	389	270	139	6.20404	5.10974	0.0301134	0.248257	0	0.0598313	716245	720920	411.814	189	711	376	265	123	5.96241	4.89907	0.0299007	0.263715	0	0.0604348	711196	715942	271.74	189	711	377	266	116	5.70849	4.73357	0.0312247	0.257402	0	0.0624393	742642	747540	377.521	189	711	379	288	127	6.20872	5.19266	0.0312262	0.255423	0	0.0621298	742699	747838	137.668	189	711	390	259	134	5.93694	4.94338	0.0325086	0.265129	0	0.0653384	773218	778491	146.035	189	711	387	280	136	6.48448	5.40611	0.031786	0.256158	0	0.0636746	755988	761143	135.6	189	711	398	268	127	6.30543	5.32591	0.0324347	0.26214	0	0.0645038	771498	776644	313.325	189	711	393	272	139	6.46856	5.377	0.132025	243936	248797	7504.47	4.36017	0.537953	0.34482	0.132025	525	0.0807104	50	150753	65813.4	361.438	56.264	168.11	164.696	0.131828	0.098523	20	2.94257	0.147129
5	0	0.0718177	116678	113575	7407.07	8.32971	9.16796	0.0544231	88417.8	86085	5633.68	6.4652	7.01277	0.0738896	120044	116710	7837.08	8.76225	9.6553	0.0714167	116026	113076	7150.26	8.27996	9.11157	0.0533572	86686.1	84496.4	5372.13	6.19101	6.70608	0.0572825	93063.2	90599.8	5943.43	6.66176	7.2421	0.0773037	125590	122092	8220	8.97673	9.90524	0.0568104	92296.3	89749.5	6050.06	6.58967	7.16484	0.0568416	92347	89802.5	6047.87	6.59293	7.16982	0.0277685	0.240937	0	0.0575058	498625	501160	235.928	189	711	343	199	120	3.7694	2.87269	0.0306499	0.251981	0	0.0594472	550365	553018	246.676	189	711	386	337	129	4.37397	3.88203	0.0324214	0.248352	0	0.0631339	582176	584825	415.529	189	711	407	350	130	4.42524	3.99998	0.0322918	0.252541	0	0.0627818	579848	582594	277.086	189	711	387	348	137	4.25141	3.71185	0.0293216	0.239838	0	0.056705	526514	528911	376.849	189	711	375	335	119	4.04578	3.5313	0.0289599	0.260789	0	0.0571152	520019	522462	241.75	189	711	375	337	108	3.86125	3.42958	0.030696	0.242453	0	0.0593815	551193	553748	309.617	189	711	379	348	125	4.21679	3.75606	0.0304448	0.249307	0	0.0588569	546683	549408	130.139	189	711	389	336	128	4.03092	3.56436	0.0315431	0.254847	0	0.0618088	566404	569234	123.421	189	711	385	351	130	4.37792	3.89035	0.0307986	0.240251	0	0.0601979	553036	555725	130.727	189	711	395	344	123	4.29595	3.88521	0.0320488	0.257084	0	0.0618582	575484	578231	281.382	189	711	393	349	135	4.37195	3.86535	0.0525652	76410	74407.7	3315.2	1.21302	0.573142	0.336944	0.0525652	525	0.119415	50	224169	65745.9	233.11	27.7352	114.1	113.524	0.121115	0.0829382	20	2.92909	0.146455
6	0	0.0637995	66514	62519.7	7728.7	5.57244	0.629995	0.0481403	50188.5	47195.2	5826.92	4.27913	0.476835	0.0656001	68391.2	64160.4	8162.6	5.86829	0.6642	0.0635088	66211	62221.1	7481.37	5.54716	0.627111	0.0472074	49216	46370.9	5556.63	4.0985	0.456146	0.0506487	52803.7	50258	6114.16	4.40477	0.492084	0.0686279	71547.8	67931.7	8530.07	6.00069	0.680305	0.0501996	52335.4	49114.6	6248.75	4.36651	0.487718	0.0502407	52378.3	49160.4	6243.07	4.36923	0.488082	0.0258159	0.223601	0	0.0536999	297473	297285	237.796	189	711	340	205	113	2.59923	0.19758	0.0295358	0.248711	0	0.0568019	340338	340099	302.359	189	711	386	340	123	3.0534	0.27376	0.0313877	0.241946	0	0.0605183	361677	361329	437.663	189	711	406	363	127	3.11712	0.284253	0.0309562	0.251344	0	0.0598717	356704	356482	281.027	189	711	385	354	129	2.95811	0.260661	0.0281064	0.234937	0	0.054214	323866	323537	414.75	189	711	373	340	107	2.80133	0.246776	0.0276755	0.258937	0	0.0543405	318902	318699	256.756	189	711	373	341	104	2.66232	0.239336	0.0295152	0.241175	0	0.0568457	340101	339835	335.347	189	711	377	349	123	2.94452	0.265332	0.0291667	0.236059	0	0.0560316	336085	335981	133.044	189	711	388	346	122	2.79617	0.249944	0.0301567	0.24194	0	0.0588533	347492	347387	134.585	189	711	383	352	123	3.02307	0.272138	0.0295146	0.231072	0	0.0573109	340094	339988	135.859	189	711	394	356	117	2.95953	0.272191	0.0306169	0.249876	0	0.0590933	352795	352554	304.053	189	711	390	353	129	3.06583	0.273776	0.00711779	6639.51	6340.75	840.819	0.0966833	0.507973	0.322448	0.00711779	525	0.154497	50	290646	65706.3	91.7119	19.5819	76.5841	7.83822	0.0818949	0.0750006	20	2.94512	0.147256
7	0	0.0544889	57075.9	53431.9	7643.24	4.84231	0.621128	0.0409896	42935.7	40228.6	5711.49	3.70543	0.468309	0.0559835	58641.5	54760.1	8062.54	5.09176	0.653611	0.0542348	56809.7	53325.3	7390.19	4.81931	0.618565	0.0402682	42180.1	39616.7	5463.18	3.55321	0.448701	0.0436551	45727.8	42832.2	6080.32	3.8609	0.489664	0.0592206	62032.3	57912	8524.3	5.27136	0.678274	0.0426943	44721.4	41791.2	6118.06	3.77427	0.478184	0.0427372	44766.3	41832.8	6123.86	3.77783	0.478648	0.0243846	0.218228	0	0.0508884	282310	282099	265.597	189	0	339	199	106	2.41217	0.198222	0.0278973	0.233428	0	0.0539407	322978	322745	294.669	189	0	383	336	114	2.93631	0.288091	0.0300772	0.235677	0	0.0577919	348215	347820	496.833	189	0	405	364	124	3.01349	0.30172	0.0295731	0.239908	0	0.0570757	342380	342142	299.489	189	0	384	353	125	2.83511	0.274735	0.0269344	0.220522	0	0.0518177	311830	311500	414.222	189	0	373	337	107	2.68149	0.257691	0.0258941	0.247431	0	0.0512788	299786	299557	289.14	189	0	369	332	99	2.54069	0.250192	0.0278853	0.240127	0	0.0538675	322839	322556	356.358	189	0	375	346	115	2.8259	0.277312	0.02769	0.230405	0	0.0533903	320578	320467	141.678	189	0	386	339	119	2.67428	0.260909	0.0285288	0.225435	0	0.056121	330289	330172	149.07	189	0	380	347	115	2.88652	0.284617	0.0281634	0.22863	0	0.0545873	326059	325932	161.478	189	0	393	353	115	2.83306	0.286538	0.0292861	0.238775	0	0.0566936	339056	338789	336.751	189	0	388	350	120	2.92537	0.285995	0.0207373	19435.4	18289.6	1472.44	0.379268	0.434272	0.306314	0.0207373	525	0.124251	50	235111	65794.9	92.9098	25.6566	69.64	7.9011	0.0846138	0.0750039	20	2.95988	0.147994
8	0	0.0613533	187764	185350	7039.2	7.95104	13.9576	0.044494	136168	134451	5086.88	5.93826	10.3213	0.0631945	193399	190756	7449.98	8.37053	14.7109	0.0612508	187450	185194	6827.04	7.93757	13.9355	0.0436593	133613	132043	4843.75	5.69656	9.89085	0.0472462	144591	142759	5411.43	6.18189	10.7602	0.0665921	203796	201003	7860.63	8.64376	15.2025	0.0465277	142392	140474	5474.91	6.06103	10.5559	0.0465837	142563	140644	5479.86	6.06791	10.5696	0.0245885	0.213378	0	0.0503149	831710	831505	263.867	189	0	339	240	106	3.47309	8.41684	0.0282734	0.23011	0	0.0530206	956351	956116	302.886	189	0	381	360	110	4.33152	11.3006	0.0307161	0.235338	0	0.0568856	1.03897e+06	1.03855e+06	534.037	189	0	403	394	121	4.52411	11.9707	0.0302919	0.239908	0	0.0564828	1.02463e+06	1.02436e+06	335.956	189	0	384	373	124	4.23147	10.9797	0.0272578	0.220522	0	0.0509502	921998	921663	426.791	189	0	370	358	105	4.00181	10.3526	0.0266185	0.247431	0	0.0507482	900376	900152	287.485	189	0	369	359	99	3.72241	9.76157	0.0286641	0.240127	0	0.0533198	969565	969278	367.869	189	0	374	366	113	4.18134	10.9459	0.0280234	0.228267	0	0.0524437	947894	947783	147.025	189	0	384	370	116	3.95748	10.3187	0.0292702	0.225435	0	0.0555174	990069	989936	173.598	189	0	380	367	115	4.27033	11.1577	0.0286418	0.22863	0	0.0536589	968813	968696	155.512	189	0	390	375	114	4.24072	11.2291	0.0297289	0.238533	0	0.0558846	1.00559e+06	1.00534e+06	313.518	189	0	386	367	117	4.36261	11.3593	0.104368	285784	280223	6945.02	2.52671	0.480902	0.312075	0.104368	525	0.0718765	50	136450	65727.2	581.871	41.3653	110.672	227.697	0.131943	0.121939	20	2.9396	0.14698
9	0	0.0590889	85684.5	83218.9	7360.85	8.62488	4.61001	0.0421669	61146	59391.2	5297.63	6.28485	3.31827	0.0609211	88341.3	85679.9	7801.91	9.10373	4.86454	0.0588899	85396	83051.6	7133.84	8.61979	4.61213	0.0413275	59928.7	58284.7	5056.26	6.01961	3.17844	0.045098	65396.4	63514.7	5654.46	6.52412	3.45061	0.0646519	93751.5	90922	8262.65	9.37038	5.01334	0.0441703	64051.1	62127.1	5699.89	6.4369	3.40248	0.0442413	64154.1	62228.1	5706.47	6.4453	3.40838	0.0235637	0.206495	0	0.047833	377664	377446	279.937	189	0	339	249	104	3.65371	1.43998	0.0271822	0.223223	0	0.0503027	435659	437840	332.157	189	0	379	364	105	4.55167	2.14074	0.0299911	0.229479	0	0.0545216	480678	482907	542.448	189	0	401	394	121	4.78719	2.30573	0.0294306	0.233409	0	0.0539667	471695	473997	341.139	189	0	383	375	118	4.48216	2.07054	0.0261585	0.206658	0	0.0483348	419252	421142	482.642	189	0	368	359	102	4.19933	1.9275	0.0256605	0.230685	0	0.0481172	411270	413298	283.545	189	0	368	361	94	3.95817	1.8595	0.0278261	0.225857	0	0.0507458	445979	448039	406.758	189	0	374	367	107	4.44623	2.07508	0.027246	0.214413	0	0.0501855	436682	439008	147.929	189	0	384	376	108	4.15389	1.93837	0.0282389	0.223191	0	0.0529314	452596	454980	165.817	189	0	378	367	112	4.53016	2.15281	0.0274012	0.227137	0	0.0507703	439168	439288	150.258	189	0	388	376	110	4.46434	2.17783	0.0286249	0.236322	0	0.0534158	458781	461091	341.673	189	0	383	372	110	4.59036	2.16165	0.0674373	87496.8	84827	4355.99	1.81817	0.460556	0.301324	0.0674373	525	0.0566026	50	107338	65804.3	190.711	33.4978	117.065	58.1118	0.0932873	0.0763037	20	2.94277	0.147138
