year	fire	meanGCover0	meanGB0	pgrest0	grazedGBM0	PTranspirationL10	PTranspirationL20	meanGCover1	meanGB1	pgrest1	grazedGBM1	PTranspirationL11	PTranspirationL21	meanGCover2	meanGB2	pgrest2	grazedGBM2	PTranspirationL12	PTranspirationL22	meanGCover3	meanGB3	pgrest3	grazedGBM3	PTranspirationL13	PTranspirationL23	meanGCover4	meanGB4	pgrest4	grazedGBM4	PTranspirationL14	PTranspirationL24	meanGCover5	meanGB5	pgrest5	grazedGBM5	PTranspirationL15	PTranspirationL25	meanGCover6	meanGB6	pgrest6	grazedGBM6	PTranspirationL16	PTranspirationL26	meanGCover7	meanGB7	pgrest7	grazedGBM7	PTranspirationL17	PTranspirationL27	meanGCover8	meanGB8	pgrest8	grazedGBM8	PTranspirationL18	PTranspirationL28	meanSCover0	MaxSCover0	MinSCover0	SDSCover0	meanSB0	srest0	grazedSBM0	shrubCells0	estCells0	sc010	sc10	sc100	STranspirationL10	STranspirationL20	meanSCover1	MaxSCover1	MinSCover1	SDSCover1	meanSB1	srest1	grazedSBM1	shrubCells1	estCells1	sc011	sc11	sc101	STranspirationL11	STranspirationL21	meanSCover2	MaxSCover2	MinSCover2	SDSCover2	meanSB2	srest2	grazedSBM2	shrubCells2	estCells2	sc012	sc12	sc102	STranspirationL12	STranspirationL22	meanSCover3	MaxSCover3	MinSCover3	SDSCover3	meanSB3	srest3	grazedSBM3	shrubCells3	estCells3	sc013	sc13	sc103	STranspirationL13	STranspirationL23	meanSCover4	MaxSCover4	MinSCover4	SDSCover4	meanSB4	srest4	grazedSBM4	shrubCells4	estCells4	sc014	sc14	sc104	STranspirationL14	STranspirationL24	meanSCover5	MaxSCover5	MinSCover5	SDSCover5	meanSB5	srest5	grazedSBM5	shrubCells5	estCells5	sc015	sc15	sc105	STranspirationL15	STranspirationL25	meanSCover6	MaxSCover6	MinSCover6	SDSCover6	meanSB6	srest6	grazedSBM6	shrubCells6	estCells6	sc016	sc16	sc106	STranspirationL16	STranspirationL26	meanSCover7	MaxSCover7	MinSCover7	SDSCover7	meanSB7	srest7	grazedSBM7	shrubCells7	estCells7	sc017	sc17	sc107	STranspirationL17	STranspirationL27	meanSCover8	MaxSCover8	MinSCover8	SDSCover8	meanSB8	srest8	grazedSBM8	shrubCells8	estCells8	sc018	sc18	sc108	STranspirationL18	STranspirationL28	meanSCover9	MaxSCover9	MinSCover9	SDSCover9	meanSB9	srest9	grazedSBM9	shrubCells9	estCells9	sc019	sc19	sc109	STranspirationL19	STranspirationL29	meanSCover10	MaxSCover10	MinSCover10	SDSCover10	meanSB10	srest10	grazedSBM10	shrubCells10	estCells10	sc0110	sc110	sc1010	STranspirationL110	STranspirationL210	meanACover0	meanAB0	agrest0	grazedABM0	ATranspirationL10	meanGtotalcover	meanStotalcover	meanAtotalcover	scsum01	meanRCover	effSR	meanRB	BMGrazed	AnnualRain	Annualevaporation	AnnualtranspirationL1	AnnualtranspirationL2	ML1	ML2	Richness	ShannonDiv	Evenness
0	0	0.0279674	31129.8	20625.5	12786	2.62763	0.815021	0.027322	30411.4	20235.6	12400	2.65031	0.821953	0.0280572	31229.8	20442.8	13082.1	2.69523	0.836005	0.0279626	31124.5	20853	12547	2.62762	0.815021	0.0272424	30322.8	20405.9	12128.7	2.58483	0.801635	0.0272398	30320	20176.3	12361.4	2.58483	0.801635	0.0279586	31120	20383.4	13023	2.62762	0.815021	0.0274402	30542.9	20072.3	12711.1	2.59643	0.805266	0.0274381	30540.7	20052.8	12727.6	2.59642	0.805266	0.0311722	0.292202	0	0.072283	383493	382964	661.145	168	0	167	167	130	3.55821	0.213276	0.0294413	0.286883	0	0.0695578	362199	361676	653.107	168	0	167	167	114	3.49869	0.209684	0.0306373	0.291298	0	0.0711186	376913	376102	1013.33	168	0	167	167	127	3.4895	0.208786	0.0306586	0.299067	0	0.0712724	377175	376652	652.301	168	0	168	168	126	3.33483	0.200571	0.0326399	0.287094	0	0.0743438	401550	400697	1065.21	168	0	166	166	141	3.71464	0.222897	0.0315268	0.283171	0	0.072503	387855	387358	620.873	168	0	166	166	130	3.48115	0.209554	0.0307153	0.290856	0	0.0708409	377872	377207	830.505	168	0	166	166	130	3.52463	0.211524	0.0313197	0.290489	0	0.072889	385308	385062	307.385	168	0	161	161	131	3.56938	0.214373	0.0308064	0.293607	0	0.0710481	378993	378742	313.801	168	0	168	168	130	3.49214	0.209418	0.0304815	0.2827	0	0.0700547	374995	374752	304.663	168	0	166	166	128	3.48967	0.208992	0.0305944	0.296362	0	0.0713256	376385	375877	635.391	168	0	165	165	126	3.52697	0.212223	0.102718	102298	64071.9	43596.6	1.51063	0.248628	0.339993	0.102718	168	0	20	0	164421	108.844	61.6134	65.5523	11.3657	0.0887768	0.0750316	11	2.96385	0.269441
1	0	0.0235996	53227	48211.2	8590.53	3.77283	4.38495	0.0219032	49401	44856.5	7882.35	3.62341	4.1615	0.0235114	53028.1	47874.2	8742.13	3.82731	4.45476	0.0239105	53928.3	48997.9	8521.04	3.83898	4.46341	0.0220064	49633.7	45214.6	7745.81	3.57488	4.10258	0.021716	48978.7	44480.4	7810.31	3.51283	4.0287	0.0232644	52471	47387.8	8636.32	3.70431	4.30373	0.021903	49400.6	44697.5	8066.03	3.51966	4.05028	0.0218688	49323.4	44635.2	8045.08	3.5126	4.04185	0.0296897	0.289971	0	0.0688244	740114	739515	747.813	168	0	167	167	125	4.29538	4.29835	0.028542	0.283976	0	0.0676796	711505	710942	703.772	168	0	166	166	111	4.22934	4.22719	0.0302127	0.286995	0	0.0700927	753152	753730	1121.49	168	0	167	167	126	4.22617	4.20523	0.0302776	0.299067	0	0.0703745	754769	755608	813.998	168	0	168	168	125	4.07308	4.08545	0.0316985	0.27987	0	0.0724539	790191	789248	1177.68	168	0	165	165	138	4.50318	4.50735	0.0307985	0.277901	0	0.0707964	767757	767064	865.212	168	0	166	166	128	4.18894	4.20674	0.0299287	0.288161	0	0.0691783	746073	745287	981.982	168	0	165	165	130	4.25327	4.26301	0.0305965	0.28473	0	0.0712146	762720	762397	404.12	168	0	161	161	130	4.17039	4.18509	0.0299652	0.281702	0	0.0693234	746984	746685	373.983	168	0	167	167	126	4.26046	4.26004	0.0291204	0.272157	0	0.0671231	725924	725630	366.929	168	0	165	165	125	4.2084	4.20868	0.0300026	0.294805	0	0.0699177	747916	747280	794.51	168	0	165	165	124	4.23112	4.23919	0.28523	575597	508083	81867.2	14.4413	0.203683	0.330832	0.28523	168	0	20	0	164258	386.337	89.7356	93.9678	84.6781	0.125048	0.119563	11	2.97794	0.270722
2	0	0.0312562	100258	94999.2	11063.3	5.0899	9.77849	0.0267313	85743.6	81442.5	9317.5	4.50968	8.66285	0.0312713	100306	94812.5	11352.7	5.18907	9.92812	0.0319206	102389	97227.2	11027.2	5.21306	10.0581	0.0267781	85893.5	81776.1	9096.31	4.43536	8.55861	0.0262567	84221.3	80020.8	9133.39	4.33281	8.32052	0.0305817	98094.2	92762.6	11067.7	4.96565	9.49957	0.0269373	86404.3	81861.5	9641.62	4.42123	8.45705	0.0268956	86270.6	81749.1	9609.01	4.41155	8.43693	0.0283561	0.280001	0	0.0659273	1.00529e+06	1.18693e+06	575.168	168	0	166	166	122	4.64994	7.02211	0.0278891	0.281639	0	0.0666871	988737	1.1645e+06	618.024	168	0	164	164	109	4.65712	7.01896	0.0299963	0.286995	0	0.0695666	1.06345e+06	1.25431e+06	987.46	168	5	171	170	125	4.76666	7.22729	0.0301512	0.298802	0	0.0698572	1.06894e+06	1.25839e+06	669.12	168	5	173	171	124	4.59383	7.00818	0.0312515	0.27681	0	0.0717357	1.10795e+06	1.30298e+06	983.088	168	0	164	164	136	4.97452	7.50206	0.0303421	0.276225	0	0.0700212	1.0757e+06	1.2671e+06	660.408	168	0	165	165	126	4.64808	7.03657	0.0294493	0.28789	0	0.0685836	1.04405e+06	1.23085e+06	787.493	168	0	163	163	128	4.70833	7.11461	0.0303887	0.28473	0	0.0707451	1.07735e+06	1.26547e+06	324.044	168	0	161	161	130	4.63036	7.00374	0.029329	0.281581	0	0.0684023	1.03979e+06	1.22592e+06	278.826	168	0	165	165	124	4.70555	7.09433	0.0286542	0.271963	0	0.0662864	1.01586e+06	1.1994e+06	277.409	168	0	164	164	124	4.57474	6.88591	0.0293144	0.294531	0	0.0688791	1.03927e+06	1.22427e+06	639.908	168	0	163	163	121	4.70885	7.11767	0.261543	750618	699684	66219.4	10.7239	0.258629	0.325122	0.261543	173	0.0215655	20	40318.4	164329	617.637	98.8254	104.911	159.742	0.134249	0.132412	18	2.98698	0.165943
3	0	0.040555	98726.1	92063.8	13224.2	7.28232	8.75599	0.0322261	78450.4	73323	10458.5	6.00876	7.1002	0.0407844	99284.6	92327.6	13638.2	7.47017	8.97934	0.041657	101409	94792.9	13251.5	7.48708	9.02584	0.0321851	78350.7	73418.9	10187.7	5.87852	6.9498	0.0313942	76425.3	71446.7	10188.1	5.72584	6.74873	0.0394744	96095.6	89396.4	13183.7	7.07677	8.48537	0.0327512	79728.7	74298	10915.6	5.94608	7.03147	0.0327066	79620.3	74212.9	10878.6	5.93563	7.01919	0.0348564	0.264673	0	0.0598609	937855	1.03258e+06	871.948	168	732	844	521	119	7.81427	12.769	0.0342796	0.274695	0	0.0612016	922335	1.01416e+06	935.651	168	732	839	470	108	7.92643	12.7582	0.0372731	0.282973	0	0.0643531	1.00288e+06	1.10371e+06	1445.55	168	732	846	542	121	8.26256	13.5119	0.0373522	0.29638	0	0.0649706	1.00501e+06	1.10511e+06	953.452	168	732	845	522	122	7.90935	12.8113	0.0377939	0.270397	0	0.0650981	1.01689e+06	1.11721e+06	1452.87	168	732	841	555	132	8.53902	13.8019	0.0370918	0.263634	0	0.0636137	998002	1.0972e+06	950.429	168	732	845	550	123	7.98458	12.9446	0.0363557	0.283837	0	0.0626075	978197	1.07514e+06	1063.51	168	732	845	550	126	8.13898	13.3729	0.0371312	0.276148	0	0.0648026	999063	1.09781e+06	473.089	168	732	841	539	128	7.94515	12.8049	0.035669	0.279532	0	0.0625989	959719	1.05677e+06	463.533	168	732	844	504	120	8.02255	12.9347	0.0349565	0.265391	0	0.0598077	940549	1.03499e+06	431.734	168	732	840	522	120	7.8911	12.8665	0.0355964	0.285734	0	0.0630309	957767	1.05344e+06	954.269	168	732	832	521	117	8.00668	12.9406	0.233402	508379	473534	48435.9	9.72504	0.323734	0.398356	0.233402	852	0.0739864	20	135019	164358	429.808	84.5735	156.977	213.626	0.139679	0.10869	20	2.98915	0.149458
4	0	0.0455368	106483	97851.6	15528.1	5.73093	6.10364	0.0346104	80932.4	74548.1	11691.2	4.49504	4.68479	0.0458764	107277	98285	16044.6	5.90193	6.2997	0.0469649	109822	101188	15630.4	5.91339	6.30289	0.0345292	80742.7	74586.2	11369.2	4.38674	4.56278	0.0335691	78497.4	72325	11324.8	4.25888	4.42502	0.044148	103235	94615.7	15415.9	5.55217	5.90893	0.0353136	82576.8	75821.7	12251.7	4.47446	4.68005	0.035273	82481.9	75751.2	12213.3	4.46857	4.67419	0.0400331	0.247643	0	0.0545461	1.03467e+06	1.10014e+06	1195.31	168	732	844	787	117	7.0508	13.163	0.0401118	0.273847	0	0.0582289	1.0367e+06	1.10247e+06	1180.9	168	732	839	757	108	7.16403	13.1979	0.0436625	0.282973	0	0.0610448	1.12847e+06	1.20033e+06	1970.77	168	732	845	790	118	7.53044	14.0105	0.0437172	0.29638	0	0.0620035	1.12988e+06	1.20168e+06	1315.28	168	732	845	792	122	7.18773	13.2534	0.044246	0.266342	0	0.0615546	1.14355e+06	1.21484e+06	1944.28	168	732	841	798	128	7.61368	14.1332	0.0433772	0.261381	0	0.060168	1.1211e+06	1.19175e+06	1336.38	168	732	844	781	123	7.1774	13.3356	0.042864	0.283837	0	0.0592172	1.10783e+06	1.17732e+06	1492.98	168	732	845	813	125	7.39175	13.9016	0.0432279	0.275259	0	0.0614711	1.11724e+06	1.18807e+06	618.522	168	732	840	784	125	7.14861	13.1891	0.0416756	0.27813	0	0.0594001	1.07712e+06	1.14653e+06	573.653	168	732	844	762	118	7.17958	13.2627	0.0407088	0.259901	0	0.0557755	1.05213e+06	1.11894e+06	568.497	168	732	841	790	119	7.07715	13.2141	0.0416052	0.285734	0	0.0599997	1.0753e+06	1.14402e+06	1216.55	168	732	833	768	117	7.15089	13.2073	0.132903	278064	257490	29513.8	3.16539	0.355821	0.465229	0.132903	852	0.129906	20	238872	164396	406.49	52.1661	128.02	195.495	0.129149	0.109619	20	2.9861	0.149305
5	0	0.0410491	61426.8	52640.9	16619.8	5.22645	1.7038	0.0306292	45834.2	39445.3	12255.8	3.98281	1.25701	0.0413244	61838.7	52741.3	17116.6	5.38442	1.75808	0.0424257	63486.8	54657.9	16778.4	5.41115	1.76859	0.0306006	45791.4	39591	11958.1	3.8864	1.22438	0.0297191	44472.3	38276	11889.3	3.76372	1.18265	0.0397731	59517.3	50784.4	16445.2	5.0475	1.64074	0.0312468	46758.4	40024.5	12831.6	3.97123	1.25793	0.0312161	46712.5	39991.8	12808.4	3.96767	1.25692	0.0417648	0.23322	0	0.0506756	690765	729121	1442.73	168	732	843	819	111	7.20404	3.97788	0.0420731	0.255044	0	0.0542113	695863	733905	1386.54	168	732	838	801	105	7.45153	4.01946	0.0464915	0.279182	0	0.0571622	768941	810805	2410.82	168	732	844	825	113	7.83508	4.28823	0.0460635	0.285481	0	0.0578611	761863	803365	1580.24	168	732	842	824	117	7.48045	4.04453	0.0465186	0.260912	0	0.0574398	769390	810996	2338.5	168	732	840	829	125	7.91913	4.318	0.0454061	0.257677	0	0.0556056	750989	792123	1561.23	168	732	843	821	120	7.45194	4.07124	0.0452004	0.2673	0	0.0548918	747587	788117	1876.14	168	732	845	836	121	7.72632	4.2871	0.0453182	0.267425	0	0.0572025	749536	791047	748.398	168	732	839	818	121	7.40994	4.02126	0.043695	0.274627	0	0.0552403	722688	763449	711.565	168	732	843	814	112	7.45547	4.03876	0.0426923	0.245158	0	0.0522082	706106	745644	698.499	168	732	841	816	117	7.32148	4.02399	0.0439806	0.284972	0	0.05633	727413	767756	1457.78	168	732	833	807	111	7.43536	4.02425	0.0767149	102714	89835.8	19512.7	1.61221	0.317984	0.489204	0.0767149	852	0.118819	20	220185	164428	201.965	40.6504	124.944	58.1647	0.123018	0.0762009	20	2.96916	0.148458
6	0	0.035045	52371.2	43905.3	14563.7	4.81482	0.995669	0.0256351	38341.2	32305.5	10471.4	3.60138	0.723833	0.0352007	52599.6	43863.6	14952.7	4.94894	1.02545	0.036417	54419.8	45837.7	14826.1	5.0032	1.03436	0.0256851	38418.3	32538.4	10255.3	3.5251	0.707136	0.0248185	37122.9	31289	10127.4	3.40541	0.683579	0.0337839	50488.3	42133.5	14313.1	4.64197	0.960323	0.026111	39047.9	32718.3	10920.8	3.58325	0.722567	0.0260786	38999.7	32692.2	10887.1	3.58024	0.72204	0.0429493	0.229925	0	0.0468775	711589	746927	1802.93	168	732	841	824	108	8.11602	3.16498	0.043529	0.24492	0	0.0509127	721226	757009	1788.68	168	732	837	813	104	8.44214	3.24921	0.0490576	0.267329	0	0.0533055	812793	852072	3137.25	168	732	844	834	111	9.01754	3.51133	0.048107	0.276376	0	0.0537293	797080	835960	2031.48	168	732	840	832	112	8.53023	3.30463	0.0482912	0.259631	0	0.0538122	800114	839176	3160.99	168	732	840	837	121	8.99656	3.48566	0.0470416	0.254639	0	0.0518939	779405	817869	2007.89	168	732	842	830	117	8.43778	3.2787	0.0469138	0.257941	0	0.0509906	777242	815250	2373.13	168	732	845	840	118	8.8095	3.45775	0.0469034	0.264069	0	0.0536599	777145	816551	925.383	168	732	838	830	120	8.40523	3.24881	0.0449139	0.267264	0	0.0512953	744183	782145	908.702	168	732	841	826	107	8.45259	3.26079	0.0441578	0.240029	0	0.0486649	731625	768781	887.625	168	732	840	830	114	8.28799	3.21642	0.0455361	0.279383	0	0.0529514	754498	792719	1945.39	168	732	831	819	104	8.48554	3.27207	0.122406	163932	138864	32062	2.46553	0.268775	0.507401	0.122406	852	0.10979	20	205520	164349	202.863	44.9927	133.551	44.0253	0.11917	0.0754607	20	2.94239	0.147119
7	0	0.0345683	99528.1	90690.8	13977.5	4.26132	4.3383	0.0244047	70265.4	64139.1	9788.09	3.09508	3.07908	0.0346725	99828.3	90680.7	14378.5	4.37319	4.46532	0.0361088	103964	95014.5	14231.1	4.4512	4.52675	0.024525	70611.8	64654	9581.07	3.0371	3.01396	0.0235483	67799.6	61902.3	9433.25	2.91849	2.90023	0.0331061	95318.4	86623.4	13689.8	4.0867	4.16692	0.0248908	71665	65208.7	10243.3	3.07976	3.07609	0.0248687	71601.4	65150	10235.2	3.07733	3.07441	0.0464592	0.221629	0	0.0432977	1.47845e+06	1.53007e+06	2117.84	168	732	841	838	104	8.64707	19.2224	0.0477399	0.243717	0	0.0491983	1.5192e+06	1.57312e+06	2134.66	168	732	837	829	104	9.04254	19.8875	0.0537935	0.267329	0	0.051295	1.71184e+06	1.77118e+06	3733.8	168	732	843	841	109	9.87159	21.9365	0.0527279	0.276376	0	0.0518533	1.67793e+06	1.73689e+06	2436.27	168	732	840	840	113	9.25156	20.5377	0.0528803	0.259631	0	0.0516814	1.68278e+06	1.74212e+06	3706.53	168	732	839	838	120	9.66821	21.3411	0.0516974	0.253611	0	0.0499154	1.64514e+06	1.70366e+06	2334.85	168	732	842	840	117	9.0552	20.0505	0.0515625	0.257941	0	0.0489571	1.64084e+06	1.69812e+06	2817.23	168	732	843	843	116	9.48559	21.1558	0.0514639	0.263855	0	0.051763	1.63771e+06	1.69709e+06	1093.71	168	732	838	836	119	9.00932	19.868	0.0492966	0.266993	0	0.0495692	1.56874e+06	1.62607e+06	1090.13	168	732	841	838	107	9.00762	19.8694	0.0483274	0.240029	0	0.0464897	1.5379e+06	1.59347e+06	1035.38	168	732	839	835	112	8.88517	19.6751	0.0497584	0.278881	0	0.0511624	1.58343e+06	1.64115e+06	2237.56	168	732	829	825	103	9.09886	20.0393	0.130778	336898	310085	34036.2	3.09953	0.260693	0.555707	0.130778	852	0.0603715	20	113599	164332	537.856	42.5828	136.502	256.224	0.134197	0.1125	20	2.93821	0.146911
8	0	0.0313429	49034.4	41575.4	14353.6	5.03397	0.659898	0.0216579	33882.6	28810.1	9888.76	3.54725	0.439499	0.031431	49172.1	41466.7	14751.6	5.16651	0.677724	0.0328808	51440.3	43843.3	14673.5	5.27539	0.692046	0.021796	34098.7	29146.5	9703.58	3.48582	0.431664	0.0208614	32636.5	27758.2	9522.36	3.33632	0.412559	0.0299296	46823.3	39497.6	14048.7	4.80708	0.628388	0.0221034	34579.6	29230.9	10363.6	3.53845	0.440083	0.0220802	34543.3	29214.6	10328.8	3.53554	0.439727	0.0469262	0.220174	0	0.0407802	811414	837505	2107.99	168	732	841	840	97	10.616	2.34689	0.0481097	0.239186	0	0.0466923	831878	859191	2161.96	168	732	836	829	101	11.2449	2.44713	0.0548149	0.262374	0	0.0483081	947819	977358	3821.66	168	732	843	843	105	12.2591	2.70681	0.0535653	0.271495	0	0.0488959	926212	956063	2376.2	168	732	839	839	107	11.4928	2.52728	0.0533411	0.249965	0	0.0486813	922335	951829	3607.51	168	732	839	839	117	12.0082	2.63006	0.0520526	0.241359	0	0.0468287	900055	929532	2378.79	168	732	841	841	110	11.2751	2.47888	0.0519122	0.244198	0	0.045824	897627	926006	2759	168	732	842	842	110	11.7954	2.61945	0.0518439	0.246168	0	0.0486631	896448	926974	1114.25	168	732	838	836	117	11.2063	2.45167	0.0495313	0.256824	0	0.0465521	856459	885456	1071.01	168	732	840	838	102	11.2049	2.44423	0.0485982	0.237223	0	0.0434319	840324	868838	1081.24	168	732	838	835	109	11.0197	2.42106	0.0504059	0.276265	0	0.0484765	871582	900868	2272.5	168	732	828	824	97	11.2854	2.46619	0.128725	180185	157401	32139.9	3.2045	0.234083	0.561101	0.128725	852	0.0498097	20	93095.5	164526	218.49	40.061	166.339	32.3621	0.122689	0.075183	20	2.90943	0.145472
9	0	0.0287229	49253.6	40560.1	13926.1	3.33857	1.79667	0.0192544	33017.2	27250.8	9338.88	2.2942	1.17333	0.0287702	49334.8	40385.7	14269.6	3.4208	1.8488	0.0301493	51699.6	42813.7	14296.3	3.52019	1.89395	0.019416	33294.2	27642.8	9194.9	2.26145	1.15359	0.0185937	31884.2	26330.1	8995.8	2.15385	1.09882	0.0274281	47033.3	38512.4	13590.1	3.17252	1.70803	0.0196237	33650.5	27609.1	9735.58	2.28577	1.17704	0.0196115	33629.6	27607.1	9709.07	2.28461	1.17665	0.047537	0.216377	0	0.0379808	900965	925310	2683.93	168	732	839	839	92	8.41995	7.73473	0.049951	0.232664	0	0.0436004	946717	972600	2838.7	168	732	836	836	97	8.92216	7.99899	0.0572952	0.261031	0	0.0455219	1.08591e+06	1.11391e+06	4894.88	168	732	843	843	104	9.83588	9.00531	0.0556432	0.262731	0	0.0461009	1.0546e+06	1.08297e+06	3039.33	168	732	837	837	104	9.19498	8.37981	0.0552005	0.243904	0	0.0452872	1.04621e+06	1.07367e+06	4670.3	168	732	837	837	111	9.52904	8.62205	0.0535758	0.230052	0	0.0432457	1.01542e+06	1.04256e+06	3009.06	168	732	837	837	103	8.93266	8.12955	0.0537676	0.231012	0	0.0423326	1.01905e+06	1.04506e+06	3718.09	168	732	840	840	105	9.34663	8.61897	0.0537837	0.24114	0	0.045364	1.01936e+06	1.04827e+06	1448.88	168	732	837	837	112	8.89137	8.03988	0.051338	0.254596	0	0.0434217	973004	1.00042e+06	1412.47	168	732	839	839	98	8.86269	8.01083	0.0497246	0.231989	0	0.0399748	942426	968975	1334.4	168	732	835	834	101	8.72103	7.96222	0.0524753	0.268706	0	0.0454664	994559	1.02237e+06	2894.33	168	732	828	825	95	9.00168	8.11878	0.0982678	150771	128698	29306.2	1.63416	0.21157	0.580292	0.0982678	852	0.0965169	20	179913	164307	255.009	38.0023	126.024	103.648	0.125341	0.0792525	20	2.88153	0.144077
