year	fire	meanGCover0	meanGB0	pgrest0	grazedGBM0	PTranspirationL10	PTranspirationL20	meanGCover1	meanGB1	pgrest1	grazedGBM1	PTranspirationL11	PTranspirationL21	meanGCover2	meanGB2	pgrest2	grazedGBM2	PTranspirationL12	PTranspirationL22	meanGCover3	meanGB3	pgrest3	grazedGBM3	PTranspirationL13	PTranspirationL23	meanGCover4	meanGB4	pgrest4	grazedGBM4	PTranspirationL14	PTranspirationL24	meanGCover5	meanGB5	pgrest5	grazedGBM5	PTranspirationL15	PTranspirationL25	meanGCover6	meanGB6	pgrest6	grazedGBM6	PTranspirationL16	PTranspirationL26	meanGCover7	meanGB7	pgrest7	grazedGBM7	PTranspirationL17	PTranspirationL27	meanGCover8	meanGB8	pgrest8	grazedGBM8	PTranspirationL18	PTranspirationL28	meanSCover0	MaxSCover0	MinSCover0	SDSCover0	meanSB0	srest0	grazedSBM0	shrubCells0	estCells0	sc010	sc10	sc100	STranspirationL10	STranspirationL20	meanSCover1	MaxSCover1	MinSCover1	SDSCover1	meanSB1	srest1	grazedSBM1	shrubCells1	estCells1	sc011	sc11	sc101	STranspirationL11	STranspirationL21	meanSCover2	MaxSCover2	MinSCover2	SDSCover2	meanSB2	srest2	grazedSBM2	shrubCells2	estCells2	sc012	sc12	sc102	STranspirationL12	STranspirationL22	meanSCover3	MaxSCover3	MinSCover3	SDSCover3	meanSB3	srest3	grazedSBM3	shrubCells3	estCells3	sc013	sc13	sc103	STranspirationL13	STranspirationL23	meanSCover4	MaxSCover4	MinSCover4	SDSCover4	meanSB4	srest4	grazedSBM4	shrubCells4	estCells4	sc014	sc14	sc104	STranspirationL14	STranspirationL24	meanSCover5	MaxSCover5	MinSCover5	SDSCover5	meanSB5	srest5	grazedSBM5	shrubCells5	estCells5	sc015	sc15	sc105	STranspirationL15	STranspirationL25	meanSCover6	MaxSCover6	MinSCover6	SDSCover6	meanSB6	srest6	grazedSBM6	shrubCells6	estCells6	sc016	sc16	sc106	STranspirationL16	STranspirationL26	meanSCover7	MaxSCover7	MinSCover7	SDSCover7	meanSB7	srest7	grazedSBM7	shrubCells7	estCells7	sc017	sc17	sc107	STranspirationL17	STranspirationL27	meanSCover8	MaxSCover8	MinSCover8	SDSCover8	meanSB8	srest8	grazedSBM8	shrubCells8	estCells8	sc018	sc18	sc108	STranspirationL18	STranspirationL28	meanSCover9	MaxSCover9	MinSCover9	SDSCover9	meanSB9	srest9	grazedSBM9	shrubCells9	estCells9	sc019	sc19	sc109	STranspirationL19	STranspirationL29	meanSCover10	MaxSCover10	MinSCover10	SDSCover10	meanSB10	srest10	grazedSBM10	shrubCells10	estCells10	sc0110	sc110	sc1010	STranspirationL110	STranspirationL210	meanACover0	meanAB0	agrest0	grazedABM0	ATranspirationL10	meanGtotalcover	meanStotalcover	meanAtotalcover	scsum01	meanRCover	effSR	meanRB	BMGrazed	AnnualRain	Annualevaporation	AnnualtranspirationL1	AnnualtranspirationL2	ML1	ML2	Richness	ShannonDiv	Evenness
0	0	0.0362584	111113	110362	4809.18	5.30185	6.84043	0.0343389	105230	104592	4469.28	5.26676	6.72171	0.0365769	112089	107937	8863.41	5.47017	7.0692	0.0362517	111092	114341	0	5.30182	6.84084	0.0341123	104536	107594	0	5.11022	6.51367	0.0341242	104573	103949	4428.24	5.11028	6.51325	0.0362779	111172	107075	8766.44	5.302	6.84067	0.0347483	106485	102660	8280.42	5.16735	6.61109	0.0347474	106482	105383	5060.84	5.16733	6.61102	0.0358508	0.296471	0	0.0799128	1.21428e+06	1.20705e+06	9028.69	177	0	176	176	144	5.26323	7.69449	0.0323641	0.297532	0	0.0728273	1.09618e+06	1.08901e+06	8956.95	177	0	176	176	133	5.04303	7.39802	0.0340144	0.294362	0	0.0767073	1.15208e+06	1.14273e+06	11674.8	177	0	175	175	136	5.03862	7.38987	0.034664	0.297513	0	0.0772851	1.17408e+06	1.16665e+06	9285.06	177	0	176	176	139	4.83955	7.08561	0.0342656	0.299669	0	0.0758648	1.16059e+06	1.15141e+06	11457.7	177	0	176	176	150	5.06096	7.42207	0.0331467	0.294265	0	0.0743341	1.12269e+06	1.11583e+06	8571.86	177	0	176	176	139	4.60833	6.74377	0.0345366	0.297362	0	0.0773037	1.16977e+06	1.16008e+06	12089.7	177	0	174	174	142	5.1383	7.52748	0.0336551	0.29776	0	0.0755077	1.13991e+06	1.13481e+06	6372.99	177	0	175	175	138	4.7089	6.90721	0.0338281	0.295147	0	0.0752707	1.14577e+06	1.14045e+06	6651.69	177	0	176	176	138	5.0017	7.32445	0.0335721	0.288978	0	0.0755818	1.1371e+06	1.13183e+06	6586.75	177	0	175	175	135	5.13567	7.53852	0.034364	0.297565	0	0.077421	1.16392e+06	1.1569e+06	8768.63	177	0	176	176	139	5.07983	7.43958	0.252422	692114	675903	20157.7	8.75662	0.317436	0.374261	0.252422	177	0	20	0	164280	582.866	83.0486	110.877	141.039	0.128429	0.12056	11	2.9952	0.272291
1	0	0.0361651	43669.8	41825.9	5922.75	4.38092	3.86743	0.0335213	40477.4	38838.4	5414.08	4.17826	3.67992	0.035448	42804	40993.7	5786.56	4.39499	3.8524	0.0375359	45325.1	46676.8	0	4.5592	4.05989	0.0344378	41584.1	42827.2	0	4.1959	3.72869	0.0332229	40117.2	38502.9	5353.87	4.03509	3.55201	0.0350427	42314.6	40536.2	5708.33	4.23416	3.70999	0.0330241	39877.1	38252.4	5326.31	3.99796	3.49741	0.0339311	40972.3	38975.8	6091.68	4.11736	3.62574	0.0339408	0.294665	0	0.0760638	452980	449887	10326.6	177	0	175	175	139	4.87823	0.220227	0.0305818	0.288793	0	0.0691616	408152	404409	9807.73	177	0	175	175	129	4.64978	0.21165	0.0335136	0.290506	0	0.0755737	447279	509574	13213.4	177	0	175	175	134	4.62811	0.210129	0.0337672	0.296858	0	0.07586	450665	515519	10404.5	177	0	174	174	137	4.45402	0.201409	0.0324572	0.289053	0	0.0718615	433181	427011	13553.5	177	0	176	176	145	4.65412	0.211595	0.0314692	0.287372	0	0.0706347	419995	416751	9739.44	177	0	176	176	132	4.25587	0.192457	0.0321156	0.280708	0	0.0727563	428621	422481	12764.9	177	0	171	171	134	4.68249	0.212923	0.0318309	0.293988	0	0.0719361	424822	423908	7042.89	177	0	173	173	135	4.32779	0.195785	0.0322065	0.290863	0	0.071939	429834	428526	7245.77	177	0	175	175	135	4.6095	0.209078	0.0316032	0.276709	0	0.0714049	421782	415885	7347.17	177	0	174	174	132	4.56982	0.207072	0.0324811	0.284604	0	0.0735085	433500	430042	9977.47	177	0	175	175	134	4.67342	0.212249	0.128602	138943	131612	13463.9	1.88118	0.312329	0.355967	0.128602	177	0	20	0	164491	131.785	63.6077	90.3589	35.8608	0.0936711	0.0750242	11	2.99306	0.272096
2	0	0.0320755	31997.5	30796.4	2104.68	2.2262	0.486889	0.0295239	29452.2	28375.8	1897.14	2.09799	0.451343	0.0316051	31528.3	29916.9	2803.21	2.23861	0.487542	0.0341146	34031.7	34046.5	0	2.50433	0.561285	0.0324926	32413.6	32428.4	0	2.26939	0.500231	0.0294508	29379.2	28308.1	1884.65	2.02302	0.434151	0.0314197	31343.4	29745.6	2775.27	2.1526	0.467671	0.0290481	28977.5	27530	2536.37	2.01344	0.431878	0.0295969	29524.9	28316.9	2120.81	2.05434	0.442345	0.0316778	0.277531	0	0.0708131	349273	341999	8967.27	177	48	218	181	133	2.79548	0.15449	0.0291172	0.274661	0	0.0650608	321040	314304	8312.57	177	48	221	178	125	2.65384	0.145656	0.0384235	0.288945	0	0.0707555	423649	388956	40863.3	177	723	853	352	134	3.36554	0.635639	0.0386557	0.291713	0	0.0713523	426209	397838	33675.9	177	723	851	327	134	3.20829	0.601112	0.0304411	0.265025	0	0.066701	335636	326800	10867.4	177	48	221	181	139	2.65459	0.147048	0.0297237	0.278469	0	0.0662094	327726	321070	8210.07	177	48	221	179	129	2.44347	0.134348	0.0303273	0.275296	0	0.0681757	334382	325987	10358.7	177	48	216	175	128	2.62362	0.142658	0.0300575	0.287194	0	0.06762	331407	326482	6091.06	177	48	217	174	127	2.48526	0.137032	0.0305881	0.280304	0	0.0676438	337257	332377	6041.1	177	48	220	177	133	2.66193	0.146261	0.0292449	0.267641	0	0.0666117	322447	318444	4991.05	177	0	173	173	122	2.57265	0.125541	0.0309803	0.268166	0	0.0692283	341581	334397	8864.16	177	48	221	179	129	2.6714	0.14694	0.0203814	18191.7	17705.2	1151.92	0.167512	0.279327	0.349237	0.0203814	856	0.00816096	20	15110.6	164517	80.7861	41.6735	49.8836	6.78006	0.0795631	0.0750017	11	2.99298	0.272089
3	0	0.034716	44368.7	44078.9	2239.06	3.94488	2.37321	0.030925	39523.6	39304.7	1953.64	3.61583	2.15258	0.0338409	43250.3	42143.8	3359.52	3.93036	2.35521	0.0372883	47656.2	49012.7	0	4.42757	2.71158	0.0354926	45361.2	46653.3	0	4.09861	2.49958	0.0312584	39949.7	39732.5	1963.78	3.50178	2.08206	0.03406	43530.2	42415.4	3373.78	3.79086	2.26886	0.0301142	38487.3	37556.5	2934.81	3.4207	2.02962	0.0310369	39666.6	39290.1	2182.11	3.53058	2.10081	0.0295043	0.269467	0	0.0664055	416771	409871	8483.39	177	0	217	177	124	3.58398	0.88408	0.0269899	0.264587	0	0.0610881	381254	374975	7735.11	177	0	218	174	117	3.48349	0.851254	0.0359336	0.276702	0	0.0693019	507590	474879	38594.6	177	0	834	261	133	4.5626	2.52714	0.0368202	0.28102	0	0.0701398	520114	491507	33971	177	0	843	277	133	4.43754	2.59162	0.0284124	0.253496	0	0.0624725	401347	393086	10155.4	177	0	221	176	134	3.43103	0.836707	0.0275026	0.26509	0	0.0618565	388496	382141	7816.05	177	0	219	175	123	3.17161	0.780041	0.0282593	0.262575	0	0.0638174	399184	391220	9821.06	177	0	215	171	126	3.41728	0.828542	0.0281904	0.268559	0	0.0637492	398212	393226	6143.78	177	0	215	171	124	3.22906	0.806122	0.0286635	0.270745	0	0.0636628	404894	400061	5957	177	0	219	176	130	3.4908	0.862432	0.0275822	0.259674	0	0.062965	389620	386043	4464	177	0	173	173	118	3.31802	0.745574	0.0287487	0.257851	0	0.0649257	406098	399672	7902.89	177	0	219	174	124	3.51033	0.85922	0.168045	192162	188011	5218.67	3.56821	0.298732	0.326607	0.168045	853	0.00368892	20	6914.08	164270	148.918	59.1421	77.4651	33.1462	0.107595	0.0771152	12	2.98988	0.249156
4	0	0.0491201	128022	129599	1716.9	7.82864	10.6406	0.0406523	105952	107300	1386.78	6.76167	9.03533	0.047292	123258	121824	5510.37	7.69312	10.4469	0.0551307	143688	146909	0	8.83929	12.1226	0.0484972	126399	129239	0	7.96868	10.8031	0.0408069	106355	107714	1384.73	6.62892	8.84968	0.0471405	122863	121444	5483.27	7.49551	10.1645	0.0392984	102424	101338	4480.46	6.32195	8.44581	0.0412268	107450	108691	1568.14	6.6468	8.89813	0.0289583	0.267554	0	0.0651433	834190	925791	6453.27	177	0	216	177	123	4.8651	5.10564	0.0263286	0.258754	0	0.0597703	758435	842846	5358.37	177	0	216	175	116	4.70355	4.92767	0.0353564	0.272832	0	0.0672832	1.0185e+06	1.08336e+06	45532.9	177	0	764	307	130	6.41603	10.5804	0.0369585	0.280406	0	0.0683013	1.06465e+06	1.13228e+06	44507	177	0	826	353	131	6.42187	11.3253	0.0273249	0.24713	0	0.0605569	787138	873128	6922.08	177	0	209	177	129	4.65574	4.85065	0.0269049	0.26104	0	0.0606841	775039	862781	5690.21	177	0	217	177	119	4.27243	4.47151	0.0276177	0.262575	0	0.0623787	795572	882418	7272.57	177	0	210	172	123	4.63948	4.83033	0.0277462	0.267038	0	0.0628051	799275	890585	4301.1	177	0	214	175	124	4.41017	4.66925	0.0279618	0.268033	0	0.0624528	805484	898022	4447.13	177	0	217	178	129	4.75883	5.03309	0.0260797	0.244804	0	0.0597804	751266	838558	3155.26	177	0	172	172	111	4.52721	4.58865	0.0278442	0.255364	0	0.0634336	802095	892467	5649.47	177	0	216	175	120	4.73983	4.96122	0.209223	487900	485167	3539.54	7.40091	0.409165	0.319081	0.209223	839	0.00231765	20	4388.62	164360	471.573	67.071	127.996	154.75	0.126231	0.113529	20	2.97383	0.148692
5	0	0.0577763	103435	104746	658.09	8.25714	7.66741	0.0461546	82629.1	83694.9	515.44	6.82365	6.2354	0.0544307	97445.8	97673.2	2229.23	7.96284	7.38099	0.0657636	117735	119688	0	9.44246	8.89582	0.0557565	99819.3	101483	0	8.10096	7.54399	0.0461641	82646.3	83715.1	511.477	6.65623	6.06555	0.0540152	96701.8	96936.7	2200.49	7.70728	7.12194	0.0438112	78433.8	78653.3	1764.43	6.28268	5.73452	0.047063	84255.5	85302.5	587.017	6.76328	6.18871	0.031658	0.249539	0	0.059668	626424	660285	12309.4	177	723	846	220	118	5.68461	5.41515	0.0291874	0.252479	0	0.0553137	577537	608658	11879.2	177	723	849	207	113	5.48012	5.22631	0.039128	0.26311	0	0.0639806	774233	800278	26687.8	177	723	847	567	128	7.12512	8.52912	0.0415282	0.279412	0	0.0657142	821726	851543	24322.6	177	723	842	659	130	7.12446	8.97056	0.0301719	0.239711	0	0.0557426	597017	626343	15088.4	177	723	846	204	122	5.3631	5.07075	0.0294344	0.257026	0	0.0555694	582423	614719	11580.6	177	723	838	214	113	5.00048	4.79061	0.0304635	0.24592	0	0.0572398	602787	632473	15285.1	177	723	840	224	118	5.4275	5.15061	0.0305643	0.255434	0	0.0578738	604782	640704	8978.79	177	723	835	222	118	5.16533	4.97581	0.0309631	0.257608	0	0.0576717	612673	649155	8836.36	177	723	838	221	126	5.52938	5.31662	0.0289212	0.23531	0	0.0552532	572270	606472	8131.48	177	723	845	193	106	5.13428	4.78419	0.0309604	0.243343	0	0.0590006	612620	646338	12002.9	177	723	844	220	116	5.48799	5.22745	0.139393	223282	222807	720.478	3.78937	0.470935	0.35298	0.139393	857	0.00332062	20	6198.45	164289	273.345	46.9877	134.309	126.256	0.126376	0.0864939	20	2.96303	0.148152
6	0	0.0674976	212530	214539	432.766	8.86835	11.604	0.0522873	164637	166225	326.647	7.08016	9.181	0.0631393	198807	199814	1635.57	8.48941	11.1117	0.0773283	243484	246123	0	10.2124	13.4473	0.0634336	199734	201918	0	8.4456	11.0437	0.0521324	164150	165735	324.027	6.88054	8.90839	0.0623621	196360	197362	1608.01	8.17858	10.6859	0.0493931	155524	156361	1249.29	6.48982	8.42077	0.0536427	168905	170503	374.587	7.06149	9.16658	0.0347745	0.247199	0	0.0573199	1.2102e+06	1.24617e+06	13511.2	177	723	844	558	115	5.68135	15.0899	0.0322736	0.251342	0	0.0532899	1.12317e+06	1.1567e+06	12377.2	177	723	848	502	112	5.54683	14.7498	0.0429784	0.262227	0	0.0610203	1.49571e+06	1.5263e+06	25532.7	177	723	846	740	126	7.30069	20.549	0.0458919	0.279412	0	0.0629791	1.59711e+06	1.63231e+06	22114.4	177	723	842	794	129	7.40208	21.1064	0.0331852	0.238192	0	0.0535566	1.15489e+06	1.18703e+06	15767.7	177	723	846	531	119	5.37868	14.2307	0.0323305	0.255615	0	0.0534411	1.12515e+06	1.1593e+06	12588.1	177	723	835	545	111	4.99636	13.2925	0.0332582	0.24592	0	0.0547028	1.15743e+06	1.18908e+06	15958.3	177	723	838	535	115	5.44723	14.4524	0.0338321	0.252532	0	0.0558065	1.17741e+06	1.21632e+06	9265.52	177	723	834	554	117	5.20795	13.8837	0.0343812	0.257608	0	0.0555575	1.19652e+06	1.23602e+06	9469.48	177	723	838	595	123	5.6036	14.9182	0.031938	0.227414	0	0.0528382	1.11149e+06	1.1478e+06	8884.28	177	723	844	489	105	5.21332	13.82	0.0338389	0.240967	0	0.0566698	1.17765e+06	1.2138e+06	12599.8	177	723	842	545	114	5.55098	14.7251	0.105192	296354	296125	308.956	2.61963	0.541216	0.388682	0.105192	857	0.00882848	20	16483.6	164328	603.33	28.8716	137.655	264.387	0.134905	0.119474	20	2.9545	0.147725
7	0	0.0655187	99452.5	100253	506.84	11.4666	1.3103	0.0500335	75947	76568.8	377.531	8.96301	1.01322	0.0610909	92731.3	92864.5	1658.25	10.9597	1.25119	0.0752692	114253	115470	0	13.2294	1.52627	0.0607725	92248	93234.6	0	10.6847	1.22075	0.0498004	75593.2	76214.7	371.26	8.68951	0.979581	0.0602326	91428.6	91567.1	1622.39	10.5209	1.19763	0.0471793	71614.6	71737.1	1257.86	8.21755	0.928612	0.051461	78113.9	78729	434.083	8.98208	1.0169	0.0350086	0.242687	0	0.0539353	587341	597329	13243.2	177	723	844	673	111	7.68938	1.61675	0.0323688	0.242193	0	0.0501209	543053	551960	12493.9	177	723	847	629	108	7.54083	1.57922	0.0447512	0.262227	0	0.0595832	750793	753362	25487.3	177	723	846	774	125	9.80247	2.17933	0.0478797	0.278563	0	0.0615777	803281	810010	21763.3	177	723	842	814	129	9.95592	2.25214	0.0332856	0.230436	0	0.0503645	558434	565580	15635.8	177	723	846	646	116	7.29527	1.51495	0.032574	0.249551	0	0.0503353	546496	555810	12626.8	177	723	835	644	105	6.75927	1.42387	0.0332956	0.234958	0	0.0513698	558602	564911	16244.3	177	723	837	618	112	7.3378	1.53263	0.0341241	0.245413	0	0.0526395	572502	585455	9418.21	177	723	834	678	113	7.08542	1.49884	0.0343417	0.246622	0	0.0519844	576153	589002	9547.97	177	723	836	679	118	7.62816	1.604	0.0321563	0.220154	0	0.049604	539487	551765	8596.4	177	723	844	591	103	7.0764	1.47111	0.0339717	0.237612	0	0.0536266	569945	579855	12869.7	177	723	840	665	106	7.47386	1.56068	0.0715709	97203.5	97068.7	220.996	1.69821	0.521358	0.393757	0.0715709	857	0.0073951	20	13905.2	164376	207.188	23.2027	179.056	28.6778	0.12079	0.0750928	20	2.95788	0.147894
8	0	0.0668156	111107	111855	451.559	11.0779	2.89911	0.0502818	83613.1	84188.3	329.951	8.54568	2.20786	0.0620322	103153	103242	1382.65	10.5277	2.7523	0.0760495	126462	127634	0	12.8245	3.39498	0.0612048	101777	102724	0	10.2163	2.6699	0.0505321	84029.3	84610.4	326.402	8.27773	2.13062	0.0617595	102699	102798	1359.25	10.0982	2.62999	0.0471709	78440	78530.1	1028.8	7.79923	2.01471	0.051799	86136	86702.4	380.182	8.58184	2.22139	0.0352544	0.230896	0	0.0504938	647952	655003	13601.3	177	723	843	750	104	7.55371	3.71298	0.032404	0.238192	0	0.0465918	595563	602100	12397	177	723	845	708	101	7.38558	3.62319	0.0458945	0.260412	0	0.0579897	843510	844273	25154.9	177	723	845	790	124	9.9033	5.10671	0.0492676	0.278563	0	0.0601805	905505	910257	21582.5	177	723	840	821	128	10.1121	5.30381	0.0334708	0.223932	0	0.0472788	615169	619839	15880.1	177	723	846	715	109	7.11866	3.44792	0.0329931	0.241966	0	0.0473526	606390	613739	12358.9	177	723	835	724	100	6.6442	3.27168	0.0332846	0.226368	0	0.0482577	611747	615634	16275.5	177	723	834	688	102	7.14649	3.48817	0.0344018	0.242991	0	0.0494321	632282	642444	9631.69	177	723	831	753	108	6.99397	3.46469	0.0347698	0.242736	0	0.0487552	639045	649297	9750.39	177	723	835	763	112	7.4803	3.68853	0.0322819	0.213968	0	0.0467203	593319	602948	9002.7	177	723	844	674	102	6.98362	3.41423	0.0341468	0.229273	0	0.0504421	627594	634558	13325.3	177	723	838	728	102	7.32438	3.58121	0.0878132	130653	130481	232.47	2.52765	0.527645	0.398169	0.0878132	857	0.0132123	20	24921.9	164452	242.402	21.9892	175.123	65.024	0.119234	0.0778215	20	2.95644	0.147822
9	0	0.0623392	73253.9	73813.7	415.668	6.8027	0.476427	0.046568	54721.3	55148.3	301.109	5.19949	0.359744	0.0575634	67641.9	67694.9	1207.9	6.44111	0.450231	0.0711553	83613.5	84518.1	0	7.79682	0.55317	0.0568093	66755.8	67480.3	0	6.21579	0.436679	0.0467599	54946.8	55377.4	299.061	5.08454	0.35085	0.0572569	67281.7	67339.4	1193.11	6.23855	0.434795	0.0435062	51123.5	51177.2	896.198	4.72326	0.326303	0.0480478	56460.2	56878.8	348.602	5.22552	0.362023	0.0340624	0.225924	0	0.0471631	442395	431790	13512.5	177	723	841	756	101	5.01382	0.607516	0.0316505	0.223411	0	0.0440394	411069	401324	12340.4	177	723	845	721	94	4.86954	0.592882	0.0460378	0.260092	0	0.0567918	597929	593837	24776.6	177	723	844	795	123	6.57968	0.842102	0.0498268	0.278563	0	0.0591762	647139	646409	22191.1	177	723	840	821	126	6.73547	0.877892	0.0324113	0.211659	0	0.0445127	420951	408131	16180.2	177	723	845	721	102	4.71708	0.561959	0.0321256	0.233154	0	0.0446907	417240	407230	12792.3	177	723	834	733	93	4.43515	0.537594	0.0323786	0.213513	0	0.0457184	420527	408126	15641.5	177	723	833	684	97	4.70439	0.567067	0.0335356	0.23798	0	0.0467046	435553	427918	9926.63	177	723	828	759	100	4.65279	0.569278	0.0341076	0.240373	0	0.0460369	442982	435128	10091.1	177	723	835	769	103	4.9808	0.60968	0.0316598	0.204289	0	0.0440356	411190	403938	8961.85	177	723	844	703	98	4.6021	0.554207	0.0331526	0.227636	0	0.0477184	430578	420218	13165	177	723	835	738	97	4.84896	0.585623	0.0428416	45043.3	44973.8	114.394	0.702779	0.490006	0.390948	0.0428416	857	0.00740826	20	14009.6	164355	123.907	14.7577	110.571	10.656	0.0885109	0.075	20	2.95727	0.147864
