year	fire	meanGCover0	meanGB0	pgrest0	grazedGBM0	PTranspirationL10	PTranspirationL20	meanGCover1	meanGB1	pgrest1	grazedGBM1	PTranspirationL11	PTranspirationL21	meanGCover2	meanGB2	pgrest2	grazedGBM2	PTranspirationL12	PTranspirationL22	meanGCover3	meanGB3	pgrest3	grazedGBM3	PTranspirationL13	PTranspirationL23	meanGCover4	meanGB4	pgrest4	grazedGBM4	PTranspirationL14	PTranspirationL24	meanGCover5	meanGB5	pgrest5	grazedGBM5	PTranspirationL15	PTranspirationL25	meanGCover6	meanGB6	pgrest6	grazedGBM6	PTranspirationL16	PTranspirationL26	meanGCover7	meanGB7	pgrest7	grazedGBM7	PTranspirationL17	PTranspirationL27	meanGCover8	meanGB8	pgrest8	grazedGBM8	PTranspirationL18	PTranspirationL28	meanSCover0	MaxSCover0	MinSCover0	SDSCover0	meanSB0	srest0	grazedSBM0	shrubCells0	estCells0	sc010	sc10	sc100	STranspirationL10	STranspirationL20	meanSCover1	MaxSCover1	MinSCover1	SDSCover1	meanSB1	srest1	grazedSBM1	shrubCells1	estCells1	sc011	sc11	sc101	STranspirationL11	STranspirationL21	meanSCover2	MaxSCover2	MinSCover2	SDSCover2	meanSB2	srest2	grazedSBM2	shrubCells2	estCells2	sc012	sc12	sc102	STranspirationL12	STranspirationL22	meanSCover3	MaxSCover3	MinSCover3	SDSCover3	meanSB3	srest3	grazedSBM3	shrubCells3	estCells3	sc013	sc13	sc103	STranspirationL13	STranspirationL23	meanSCover4	MaxSCover4	MinSCover4	SDSCover4	meanSB4	srest4	grazedSBM4	shrubCells4	estCells4	sc014	sc14	sc104	STranspirationL14	STranspirationL24	meanSCover5	MaxSCover5	MinSCover5	SDSCover5	meanSB5	srest5	grazedSBM5	shrubCells5	estCells5	sc015	sc15	sc105	STranspirationL15	STranspirationL25	meanSCover6	MaxSCover6	MinSCover6	SDSCover6	meanSB6	srest6	grazedSBM6	shrubCells6	estCells6	sc016	sc16	sc106	STranspirationL16	STranspirationL26	meanSCover7	MaxSCover7	MinSCover7	SDSCover7	meanSB7	srest7	grazedSBM7	shrubCells7	estCells7	sc017	sc17	sc107	STranspirationL17	STranspirationL27	meanSCover8	MaxSCover8	MinSCover8	SDSCover8	meanSB8	srest8	grazedSBM8	shrubCells8	estCells8	sc018	sc18	sc108	STranspirationL18	STranspirationL28	meanSCover9	MaxSCover9	MinSCover9	SDSCover9	meanSB9	srest9	grazedSBM9	shrubCells9	estCells9	sc019	sc19	sc109	STranspirationL19	STranspirationL29	meanSCover10	MaxSCover10	MinSCover10	SDSCover10	meanSB10	srest10	grazedSBM10	shrubCells10	estCells10	sc0110	sc110	sc1010	STranspirationL110	STranspirationL210	meanACover0	meanAB0	agrest0	grazedABM0	ATranspirationL10	meanGtotalcover	meanStotalcover	meanAtotalcover	scsum01	meanRCover	effSR	meanRB	BMGrazed	AnnualRain	Annualevaporation	AnnualtranspirationL1	AnnualtranspirationL2	ML1	ML2	Richness	ShannonDiv	Evenness
0	0	0.036443	65671.8	62753.5	5780.9	5.12291	7.05023	0.0343963	61983.6	59316	5354.68	5.06925	6.90676	0.036761	66244.8	63234.2	5911.89	5.28849	7.28873	0.0364448	65675.2	67609.8	0	5.12289	7.04997	0.0341707	61577.2	63392.7	0	4.91637	6.6902	0.0341544	61547.7	58910.7	5303.12	4.91621	6.6898	0.0364474	65679.8	62706.9	5847.42	5.12295	7.05026	0.0348267	62759.3	59984.5	5510.37	4.9777	6.79696	0.0348285	62762.5	59529	6043.42	4.97772	6.79705	0.0321415	0.283148	0	0.0717775	640172	622444	22029.4	178	0	176	176	131	4.70326	2.55818	0.0313444	0.290515	0	0.070046	624296	607088	21385.9	178	0	176	176	137	4.85617	2.63817	0.034424	0.295759	0	0.0761796	685634	661407	30056.4	178	0	177	177	145	4.82236	2.61536	0.0345185	0.299585	0	0.0771954	687517	668854	23193.7	178	0	176	176	142	4.60125	2.49611	0.0319575	0.292202	0	0.070953	636507	614205	27673.6	178	0	178	178	139	4.64225	2.52979	0.033885	0.292873	0	0.07543	674899	656302	23113.9	178	0	177	177	138	4.66785	2.54143	0.0326563	0.285427	0	0.0727503	650426	626583	29577.9	178	0	174	174	140	4.84075	2.64204	0.0327291	0.287611	0	0.0729523	651876	638597	16531.5	178	0	177	177	141	4.51752	2.45256	0.0324263	0.290879	0	0.0725604	645845	633089	15880.5	178	0	178	178	139	4.69519	2.55319	0.0332392	0.285979	0	0.0735869	662036	649398	15738.1	178	0	178	178	143	4.82113	2.62144	0.0334475	0.279615	0	0.0731346	666184	647552	23157.5	178	0	178	178	149	4.83806	2.63189	0.227519	366842	333561	40812.1	6.83703	0.318473	0.362769	0.227519	178	0	10	0	328902	276.205	87.6051	106.06	92.2612	0.119536	0.108938	20	2.99448	0.149724
1	0	0.0486398	94856.5	91262.6	10664.6	7.00777	12.1494	0.0427718	83737.4	80437.7	9219.58	6.45861	11.1258	0.0495594	96591.5	92910.2	10964.5	7.30828	12.6841	0.05288	103091	107747	0	7.66384	13.3938	0.0456873	89459.4	93094.9	0	6.78517	11.7856	0.0421256	82510.6	79247.5	9057.34	6.20958	10.6872	0.0486121	94801.8	91160.5	10735	7.00552	12.1487	0.0439637	85998	82585	9591.02	6.4376	11.1095	0.0435517	85196	81105.8	10434.9	6.37333	10.9833	0.0299805	0.272347	0	0.0670764	659189	816198	19871.4	178	0	176	176	128	4.44204	3.18802	0.0287355	0.277134	0	0.0646587	631815	782862	19189.4	178	0	174	174	132	4.56923	3.27772	0.0319769	0.289282	0	0.0724506	703084	868647	26653.8	178	0	171	171	136	4.70739	3.37478	0.0333714	0.296652	0	0.0747228	733746	910089	21964.9	178	0	176	176	142	4.51294	3.229	0.0295227	0.269323	0	0.0656056	649123	799448	25207.3	178	0	178	178	134	4.37681	3.14772	0.0314927	0.280956	0	0.0703447	692439	859036	21547.6	178	0	176	176	131	4.41326	3.17239	0.0300795	0.260293	0	0.0669792	661366	811675	25997.4	178	0	174	174	135	4.47119	3.21838	0.0305268	0.277598	0	0.0682616	671202	834762	14634.2	178	0	176	176	134	4.30291	3.08795	0.0302223	0.280255	0	0.0679585	664506	829087	14542.8	178	0	177	177	131	4.50757	3.23808	0.03107	0.26573	0	0.0689377	683144	854559	15394.1	178	0	177	177	136	4.62038	3.31315	0.0313002	0.261189	0	0.0684351	688206	855851	20820.6	178	0	178	178	145	4.61852	3.31527	0.225266	374836	376630	32428	6.27218	0.417791	0.338278	0.225266	178	0	10	0	328918	321.698	73.572	117.068	141.639	0.129597	0.116449	20	2.98995	0.149498
2	0	0.0463468	67556.5	68409.3	702.742	5.96516	2.7393	0.0400137	58325.3	59074.1	592.454	5.28723	2.39396	0.0473435	69009.4	68956.8	2220.5	6.25518	2.87926	0.0545657	79536.7	81051.6	0	7.12431	3.32296	0.0463513	67563.1	68851.1	0	6.02774	2.77181	0.0397361	57920.6	58666.2	584.539	5.06694	2.28766	0.046802	68220	68171.1	2185.59	5.96739	2.73854	0.0412543	60133.5	60118.5	1898.99	5.31433	2.41539	0.0405059	59042.7	59755.8	670.769	5.20844	2.36133	0.0363098	0.257378	0	0.0585806	584975	648683	28273.6	178	722	847	668	123	5.86309	3.82575	0.0352015	0.267639	0	0.056785	567120	629357	27128.1	178	722	847	614	126	5.95136	3.87875	0.040069	0.284004	0	0.0658368	645538	712118	38715.6	178	722	843	688	128	6.2557	4.10216	0.0421723	0.286326	0	0.0683031	679423	755582	31828.2	178	722	850	731	137	6.18164	4.02439	0.0360773	0.264727	0	0.0572679	581229	638507	34795.7	178	722	852	635	128	5.74913	3.75627	0.0383386	0.268378	0	0.0613666	617661	684745	30460.3	178	722	847	681	124	5.82358	3.81543	0.0365675	0.246275	0	0.0582589	589126	646753	34759.2	178	722	848	619	129	5.83894	3.80022	0.0373199	0.25747	0	0.0601678	601248	673472	20996.3	178	722	849	659	127	5.65474	3.66032	0.0373037	0.259652	0	0.0600895	600987	674103	20892.2	178	722	851	652	119	5.9512	3.88164	0.0381405	0.255279	0	0.0609044	614469	690976	21046.1	178	722	851	650	132	6.1399	4.01662	0.0387009	0.255172	0	0.0602697	623497	693517	29763.4	178	722	852	685	139	6.15908	4.02664	0.142546	185907	185087	1217.7	3.20912	0.402919	0.416201	0.142546	852	0.00451709	10	8390.68	328732	192.542	42.0634	121.03	66.7214	0.123055	0.0769479	20	2.99186	0.149593
3	0	0.0526764	102300	103147	697.455	9.10044	3.40005	0.0441269	85696.7	86427.8	564.124	7.86317	2.89126	0.0533323	103574	103760	1685.54	9.44662	3.53831	0.0626558	121681	123257	0	10.9094	4.12076	0.0515557	100124	101427	0	9.02446	3.3537	0.0437418	84948.6	85678.7	552.422	7.59066	2.78459	0.0525429	102041	102231	1652.22	9.06998	3.38799	0.0451703	87722.9	87913.9	1394.22	7.83374	2.89116	0.0448822	87163.4	87857.8	642.91	7.77933	2.867	0.0403338	0.240737	0	0.0523727	865755	910594	28722.5	178	722	846	827	116	9.75485	6.89675	0.0394291	0.250227	0	0.0512325	846336	890960	27559.1	178	722	847	822	118	10.0035	7.04851	0.0450348	0.274149	0	0.0611352	966660	1.01438e+06	38455.9	178	722	840	821	122	10.6547	7.48221	0.0481064	0.28426	0	0.0639404	1.03259e+06	1.0908e+06	31810.8	178	722	849	830	135	10.6689	7.46965	0.0396743	0.254708	0	0.0512012	851599	889797	34972.2	178	722	851	817	115	9.55745	6.71034	0.042689	0.250837	0	0.0550407	916308	964225	30227.7	178	722	846	834	116	9.71409	6.87942	0.0406292	0.235068	0	0.0525367	872096	911680	35485.8	178	722	848	824	123	9.71071	6.82317	0.0417197	0.249455	0	0.0542188	895503	948465	21160.4	178	722	846	826	120	9.56068	6.74634	0.0421686	0.245499	0	0.054313	905138	959354	21273.9	178	722	851	830	116	10.1341	7.17659	0.0426957	0.248641	0	0.0550895	916451	973339	21080.8	178	722	851	820	128	10.3716	7.33002	0.0431338	0.250469	0	0.0544947	925857	975612	29723.9	178	722	849	830	129	10.4073	7.333	0.153773	267200	266514	917.193	5.37862	0.450684	0.465614	0.153773	852	0.00675473	10	12606.9	328579	310.214	40.456	194.535	107.131	0.135727	0.0804246	20	2.98965	0.149482
4	0	0.0532156	83645.1	84216.2	546.145	7.38484	1.84814	0.0438629	68944.2	69429.9	435.24	6.24718	1.5376	0.0537042	84413	84430.2	1465.78	7.64151	1.91826	0.0630782	99147.2	100221	0	8.88824	2.25783	0.0514859	80926.2	81806.6	0	7.19285	1.79334	0.043824	68883.1	69372.5	427.765	6.0271	1.47816	0.0532898	83761.7	83784.3	1444.02	7.32307	1.83134	0.0447403	70323.4	70361.1	1195.98	6.20906	1.5346	0.0447119	70278.7	70739.2	498.032	6.20253	1.52991	0.0418169	0.232219	0	0.047968	726472	744330	28318.5	178	722	844	832	111	8.28201	4.06936	0.0412446	0.243727	0	0.047162	716529	735004	27504.3	178	722	847	837	114	8.55678	4.18304	0.0480255	0.27316	0	0.0589463	834332	851530	39637.3	178	722	840	831	119	9.17758	4.44975	0.0512192	0.28426	0	0.0614267	889815	915447	33010.9	178	722	847	835	131	9.30087	4.50024	0.0410518	0.237302	0	0.0470791	713179	725374	34516.7	178	722	850	831	109	8.05954	3.92679	0.0446924	0.233248	0	0.0507282	776427	795830	30204.1	178	722	846	843	114	8.26992	4.06516	0.0417699	0.221976	0	0.0477927	725654	737353	35647.7	178	722	846	832	109	8.25846	4.02296	0.0438272	0.233973	0	0.0498043	761396	786725	21231.4	178	722	846	830	111	8.14823	4.00182	0.0443586	0.241088	0	0.0499467	770628	796820	21734.3	178	722	851	839	111	8.72092	4.28994	0.0443438	0.235313	0	0.0509775	770369	798796	20602.2	178	722	851	834	125	8.81284	4.30654	0.0449919	0.241401	0	0.0503421	781629	801824	30011.3	178	722	847	835	126	8.85474	4.3273	0.0888522	124958	124687	411.975	1.92632	0.451913	0.487342	0.0888522	852	0.00529998	10	9949.9	328843	220.279	24.1191	159.486	61.8721	0.116215	0.0776367	20	2.98963	0.149481
5	0	0.0593019	219638	220660	613.098	7.795	7.98586	0.0478427	177197	178054	471.854	6.46115	6.5415	0.0596716	221007	221229	1719.22	8.04221	8.26132	0.0707782	262143	263880	0	9.35589	9.68192	0.0563715	208785	210185	0	7.47079	7.62586	0.0476781	176587	177450	458.956	6.27678	6.33932	0.0590073	218547	218788	1672.28	7.75249	7.93945	0.0486846	180315	180550	1352.4	6.40212	6.50331	0.0489495	181296	182130	539.027	6.43507	6.52574	0.0437936	0.227034	0	0.0458387	1.79273e+06	1.82407e+06	27971	178	722	843	834	110	8.64455	21.3446	0.0433942	0.243727	0	0.0452798	1.77638e+06	1.80876e+06	27667.3	178	722	847	840	111	8.99852	22.1598	0.0502397	0.268913	0	0.0566314	2.05661e+06	2.09063e+06	39767	178	722	840	834	117	9.76502	23.81	0.0539175	0.28099	0	0.0590299	2.20716e+06	2.25083e+06	33040.4	178	722	847	841	131	9.91247	24.2053	0.0427188	0.234699	0	0.0452908	1.74874e+06	1.77495e+06	34076.8	178	722	848	836	108	8.36602	20.5437	0.0470269	0.231427	0	0.0487539	1.92509e+06	1.9597e+06	30423	178	722	846	844	112	8.70023	21.4478	0.0436051	0.220617	0	0.045708	1.78502e+06	1.81101e+06	35308.1	178	722	846	835	104	8.52999	20.9827	0.0461497	0.228461	0	0.0477954	1.88918e+06	1.9282e+06	21415.5	178	722	844	838	107	8.62117	21.3017	0.046969	0.2396	0	0.0481	1.92272e+06	1.96373e+06	21616.4	178	722	850	847	109	9.24123	22.8088	0.0471175	0.228071	0	0.0489282	1.9288e+06	1.97236e+06	21093	178	722	851	845	122	9.21452	22.6086	0.0471425	0.235447	0	0.0483032	1.92982e+06	1.96548e+06	29356.2	178	722	846	840	120	9.27434	22.814	0.0767712	254409	254167	318.798	1.82438	0.498285	0.512074	0.0767712	852	0.00729931	10	13706	328880	738.153	17.4738	167.085	311.431	0.132476	0.11459	20	2.98713	0.149357
6	0	0.052333	50546.6	50297.4	727.941	3.19835	0.18581	0.0421874	40747.4	40558	564.381	2.62854	0.150073	0.0526785	50880.3	50179	1930.33	3.29387	0.191781	0.0615947	59492.1	59509.9	0	3.8451	0.227965	0.0496978	48001.4	48026.7	0	3.03762	0.176573	0.0425386	41086.5	40918.2	555.885	2.54967	0.145042	0.0527097	50910.5	50235.7	1909.66	3.16948	0.183723	0.0426592	41203.1	40650.8	1535.47	2.59942	0.148882	0.0430565	41586.8	41366.6	646.357	2.62207	0.149962	0.0427388	0.220549	0	0.043161	456252	433619	27584.8	178	722	843	836	106	3.67979	0.417491	0.0421795	0.240583	0	0.042412	450281	427691	27532.9	178	722	846	841	100	3.84811	0.433618	0.0507039	0.268913	0	0.0551661	541282	508397	39862	178	722	839	834	116	4.18858	0.462175	0.0548559	0.279593	0	0.057852	585606	557648	34083.2	178	722	847	840	129	4.25714	0.471408	0.0416052	0.222928	0	0.0426319	444150	416473	33555.9	178	722	848	835	101	3.56572	0.398437	0.0459116	0.22472	0	0.0459675	490123	465797	29646.4	178	722	845	843	107	3.72394	0.420447	0.0423771	0.211883	0	0.0431436	452391	424111	34284.5	178	722	845	834	102	3.64135	0.408266	0.0448635	0.219572	0	0.044999	478934	461670	21176.1	178	722	841	834	102	3.67083	0.417554	0.0458423	0.225789	0	0.0452211	489383	471566	21850.1	178	722	849	848	105	3.96014	0.449215	0.0451826	0.224745	0	0.0453957	482340	465254	20964.9	178	722	850	842	109	3.96441	0.443606	0.0463153	0.223582	0	0.0458608	494432	469853	29964	178	722	846	839	116	3.95616	0.445162	0.00996711	8613.52	8587.98	126.593	0.0581115	0.439455	0.502576	0.00996711	852	0.00607168	10	11454.8	328502	73.0847	6.43761	69.4584	6.32719	0.0804811	0.075	20	2.98838	0.149419
7	0	0.0574471	207221	208356	537.076	6.75951	7.67253	0.0453851	163712	164645	403.854	5.48492	6.15921	0.0574507	207234	207654	1508.92	6.93494	7.8865	0.0681291	245753	247550	0	8.06939	9.28806	0.0537103	193742	195179	0	6.37347	7.23384	0.0456468	164655	165601	396.014	5.37878	6.02012	0.0573837	206993	207431	1481.11	6.74299	7.63772	0.0456688	164735	165116	1164.67	5.37196	6.04992	0.0464734	167637	168551	466.301	5.46786	6.14803	0.0418447	0.217765	0	0.0421178	1.66829e+06	1.64543e+06	28378.3	178	0	843	834	103	7.39284	20.5562	0.0412418	0.240583	0	0.041268	1.64426e+06	1.62171e+06	27987.7	178	0	846	841	97	7.68669	21.3258	0.0488682	0.268913	0	0.0538874	1.94831e+06	1.91645e+06	39465.8	178	0	838	831	111	8.5377	23.4359	0.0535964	0.274013	0	0.0564718	2.13682e+06	2.10917e+06	34318.6	178	0	847	840	126	8.85413	24.3571	0.0400905	0.219979	0	0.0414914	1.59836e+06	1.57158e+06	33162.5	178	0	848	832	98	7.02756	19.3947	0.0446101	0.218694	0	0.0445215	1.77855e+06	1.75443e+06	29933	178	0	843	841	103	7.46606	20.7321	0.0407386	0.209257	0	0.0417858	1.62419e+06	1.59661e+06	34167.2	178	0	844	836	100	7.18078	19.8581	0.0444426	0.216591	0	0.0439689	1.77187e+06	1.75433e+06	21802.6	178	0	840	833	101	7.45084	20.7835	0.0453394	0.223965	0	0.0440876	1.80762e+06	1.78985e+06	22101	178	0	848	847	101	8.04596	22.4262	0.0445924	0.220677	0	0.0440945	1.77784e+06	1.76073e+06	21274.4	178	0	848	846	106	7.89877	21.9119	0.044885	0.22244	0	0.0445738	1.78951e+06	1.76536e+06	29969.7	178	0	843	834	115	7.96622	22.0692	0.0705655	227748	227558	239.435	1.45695	0.477295	0.49025	0.0705655	852	0.0138561	10	26173.1	328758	714.696	17.7124	143.548	300.946	0.129717	0.115152	20	2.98457	0.149228
8	0	0.046433	43318.2	43043.8	796.891	2.78924	0.17031	0.0366449	34186.7	33981.7	604.094	2.24507	0.134852	0.0464253	43311	42593.3	2034.03	2.85438	0.174457	0.0539318	50313.9	50325.5	0	3.33479	0.208594	0.0433898	40479.2	40490.7	0	2.60733	0.159823	0.037625	35101	34894	601.676	2.19738	0.131401	0.047308	44134.5	43406.6	2037.74	2.77368	0.168628	0.0367096	34247.1	33694.9	1578.2	2.19515	0.132201	0.0374843	34969.7	34734	689.54	2.24132	0.13485	0.0392893	0.209877	0	0.039638	405120	382423	27568.6	178	0	841	831	97	3.03703	0.367216	0.0388477	0.219516	0	0.0390267	400567	378179	27198.4	178	0	845	838	87	3.15769	0.37981	0.048002	0.267006	0	0.0534268	494959	461507	40445.6	178	0	838	831	110	3.50601	0.410234	0.0527348	0.271	0	0.0559558	543759	514541	35526	178	0	846	839	126	3.64618	0.42961	0.0377143	0.218085	0	0.03915	388879	362370	32046.4	178	0	848	829	92	2.88207	0.340853	0.0417718	0.2069	0	0.0418437	430717	406470	29465.7	178	0	841	839	97	3.0522	0.368076	0.0383126	0.200304	0	0.039521	395049	367813	32930.3	178	0	844	833	94	2.93386	0.349167	0.0420219	0.212116	0	0.0415736	433296	415323	21992.4	178	0	839	831	99	3.06322	0.374155	0.0428766	0.209771	0	0.0415791	442109	423524	22733.6	178	0	846	844	98	3.30975	0.403246	0.0412076	0.218388	0	0.0411186	424900	407668	21084.4	178	0	845	842	97	3.24561	0.390927	0.0424327	0.204574	0	0.0421864	437532	413322	29436.3	178	0	842	833	104	3.25121	0.390165	0.0117883	9839.92	9805.86	141.619	0.108019	0.385952	0.465211	0.0117883	852	0.00481034	10	9126.94	328911	65.0813	7.25679	58.4312	5.61858	0.0785744	0.075	20	2.98828	0.149414
9	0	0.0518665	129871	130754	612.044	6.69987	5.41849	0.0399337	99992.3	100704	445.574	5.32289	4.24715	0.0514976	128948	129258	1403.76	6.81459	5.52007	0.0608203	152291	153829	0	7.9078	6.53224	0.0475743	119124	120339	0	6.22926	5.05985	0.0409062	102427	103164	443.961	5.31557	4.22745	0.0523131	130990	131317	1406.14	6.74805	5.44372	0.0397908	99634.3	99912.5	1052.27	5.15447	4.12356	0.0410495	102786	103479	510.178	5.31766	4.248	0.038625	0.209877	0	0.0385247	1.06896e+06	1.04644e+06	27850.3	178	0	839	828	92	7.53517	13.884	0.0379177	0.217141	0	0.037674	1.04938e+06	1.02758e+06	26962.1	178	0	842	832	81	7.84536	14.401	0.0462817	0.259319	0	0.0515814	1.28086e+06	1.24878e+06	39567.5	178	0	837	823	109	8.90708	16.0299	0.0512197	0.271	0	0.0538684	1.41752e+06	1.3891e+06	35137.1	178	0	843	836	121	9.41032	17.0545	0.0365231	0.208657	0	0.0378722	1.01079e+06	984367	32591	178	0	848	821	86	7.03488	12.7503	0.0409165	0.205665	0	0.0404847	1.13238e+06	1.10824e+06	29850.8	178	0	839	833	94	7.54197	13.8829	0.0372126	0.196419	0	0.0382851	1.02987e+06	1.00223e+06	34090.1	178	0	844	828	90	7.17778	13.0616	0.0417042	0.212116	0	0.0399873	1.15418e+06	1.1364e+06	22049.1	178	0	837	827	95	7.76669	14.4282	0.0428841	0.205519	0	0.0402606	1.18683e+06	1.16835e+06	22911.3	178	0	846	844	96	8.38119	15.564	0.0409909	0.206825	0	0.0390849	1.13444e+06	1.11703e+06	21586.2	178	0	845	841	93	8.02969	14.82	0.0413782	0.20185	0	0.0407105	1.14515e+06	1.12114e+06	29697.8	178	0	840	828	96	8.09943	14.8464	0.102771	230246	229918	413.15	2.16505	0.425752	0.455654	0.102771	852	0.0128032	10	24191.6	328581	446.71	28.6132	145.405	205.543	0.131584	0.100625	20	2.98481	0.14924
