ParameterName	ParameterValue	Cover
grazeLim	0.855	0.00113150173684211
grazeLim	0.855	0.00107353468421053
grazeLim	0.855	0.00108111605263158
grazeLim	0.855	0.00107887284210526
grazeLim	0.855	0.00113193542105263
grazeLim	0.855	0.00125308894736842
grazeLim	0.855	0.00109821710526316
grazeLim	0.855	0.00106692231578947
grazeLim	0.855	0.00107328757894737
grazeLim	0.855	0.00103221310526316
grazeLim	0.855	0.00125731505263158
grazeLim	0.855	0.00113015857894737
grazeLim	0.855	0.00117346815789474
grazeLim	0.855	0.00142372842105263
grazeLim	0.855	0.001126785
grazeLim	0.855	0.00115978105263158
grazeLim	0.855	0.00121284315789474
grazeLim	0.855	0.001226767
grazeLim	0.855	0.00129619210526316
grazeLim	0.855	0.00117721889473684
grazeLim	0.855	0.00115944042105263
grazeLim	0.855	0.00123213842105263
grazeLim	0.855	0.00117042631578947
grazeLim	0.855	0.00136570947368421
grazeLim	0.855	0.00113265178947368
grazeLim	0.855	0.00112008726315789
grazeLim	0.855	0.00117269426315789
grazeLim	0.855	0.00109976805263158
grazeLim	0.855	0.00119658773684211
grazeLim	0.855	0.00137076263157895
grazeLim	0.8625	0.00133865531578947
grazeLim	0.8625	0.00114560773684211
grazeLim	0.8625	0.00124349210526316
grazeLim	0.8625	0.00123322957894737
grazeLim	0.8625	0.00114119894736842
grazeLim	0.8625	0.00132480631578947
grazeLim	0.8625	0.00111741489473684
grazeLim	0.8625	0.00110385536842105
grazeLim	0.8625	0.00124114394736842
grazeLim	0.8625	0.00113452463157895
grazeLim	0.8625	0.00146741631578947
grazeLim	0.8625	0.00114405710526316
grazeLim	0.8625	0.00117656536842105
grazeLim	0.8625	0.00144377684210526
grazeLim	0.8625	0.00138830684210526
grazeLim	0.8625	0.00137431773684211
grazeLim	0.8625	0.00135263157894737
grazeLim	0.8625	0.00136149847368421
grazeLim	0.8625	0.00139110789473684
grazeLim	0.8625	0.00125198110526316
grazeLim	0.8625	0.00131958105263158
grazeLim	0.8625	0.00145320526315789
grazeLim	0.8625	0.00138631210526316
grazeLim	0.8625	0.00153620210526316
grazeLim	0.8625	0.00123808989473684
grazeLim	0.8625	0.00122500621052632
grazeLim	0.8625	0.00127732315789474
grazeLim	0.8625	0.00135870894736842
grazeLim	0.8625	0.00123879052631579
grazeLim	0.8625	0.00143347210526316
grazeLim	0.87	0.00141174436842105
grazeLim	0.87	0.00130097526315789
grazeLim	0.87	0.00141404684210526
grazeLim	0.87	0.00132103852631579
grazeLim	0.87	0.00140051947368421
grazeLim	0.87	0.00160110526315789
grazeLim	0.87	0.00142752763157895
grazeLim	0.87	0.00130568631578947
grazeLim	0.87	0.001302968
grazeLim	0.87	0.00125770426315789
grazeLim	0.87	0.00165048994736842
grazeLim	0.87	0.00136802736842105
grazeLim	0.87	0.001344582
grazeLim	0.87	0.00169150105263158
grazeLim	0.87	0.00141828894736842
grazeLim	0.87	0.00145246252631579
grazeLim	0.87	0.00142995526315789
grazeLim	0.87	0.001619071
grazeLim	0.87	0.00148844578947368
grazeLim	0.87	0.00153810163157895
grazeLim	0.87	0.00152886947368421
grazeLim	0.87	0.00172228894736842
grazeLim	0.87	0.00146967421052632
grazeLim	0.87	0.00186404736842105
grazeLim	0.87	0.00149481631578947
grazeLim	0.87	0.00132143210526316
grazeLim	0.87	0.00152558789473684
grazeLim	0.87	0.00144735263157895
grazeLim	0.87	0.00124521226315789
grazeLim	0.87	0.00157155421052632
grazeLim	0.8775	0.00167746478947368
grazeLim	0.8775	0.00137930631578947
grazeLim	0.8775	0.00152355157894737
grazeLim	0.8775	0.00157636252631579
grazeLim	0.8775	0.00148609194736842
grazeLim	0.8775	0.00179620842105263
grazeLim	0.8775	0.00156184736842105
grazeLim	0.8775	0.00160765789473684
grazeLim	0.8775	0.00143595842105263
grazeLim	0.8775	0.00145503747368421
grazeLim	0.8775	0.00189205210526316
grazeLim	0.8775	0.00154215315789474
grazeLim	0.8775	0.00164345473684211
grazeLim	0.8775	0.00189086578947368
grazeLim	0.8775	0.00153448368421053
grazeLim	0.8775	0.00172579368421053
grazeLim	0.8775	0.00164926368421053
grazeLim	0.8775	0.00189128052631579
grazeLim	0.8775	0.00166303526315789
grazeLim	0.8775	0.00175445884210526
grazeLim	0.8775	0.00171078210526316
grazeLim	0.8775	0.00191501
grazeLim	0.8775	0.00168545421052632
grazeLim	0.8775	0.00196106105263158
grazeLim	0.8775	0.00173025578947368
grazeLim	0.8775	0.00142648315789474
grazeLim	0.8775	0.00162518789473684
grazeLim	0.8775	0.00166805210526316
grazeLim	0.8775	0.00159505789473684
grazeLim	0.8775	0.00180089842105263
grazeLim	0.885	0.00198152368421053
grazeLim	0.885	0.00166584263157895
grazeLim	0.885	0.00179172368421053
grazeLim	0.885	0.00180899631578947
grazeLim	0.885	0.00186012263157895
grazeLim	0.885	0.00212209631578947
grazeLim	0.885	0.00191254736842105
grazeLim	0.885	0.00175817789473684
grazeLim	0.885	0.00180094947368421
grazeLim	0.885	0.00165490842105263
grazeLim	0.885	0.00233797631578947
grazeLim	0.885	0.00179597105263158
grazeLim	0.885	0.00176337105263158
grazeLim	0.885	0.00228627263157895
grazeLim	0.885	0.00170868684210526
grazeLim	0.885	0.00198286473684211
grazeLim	0.885	0.00195434894736842
grazeLim	0.885	0.00208140631578947
grazeLim	0.885	0.00203149631578947
grazeLim	0.885	0.00198257526315789
grazeLim	0.885	0.00196294052631579
grazeLim	0.885	0.00215331052631579
grazeLim	0.885	0.00198443736842105
grazeLim	0.885	0.00238125842105263
grazeLim	0.885	0.00205272368421053
grazeLim	0.885	0.00165390315789474
grazeLim	0.885	0.00185692263157895
grazeLim	0.885	0.00195678842105263
grazeLim	0.885	0.00181579315789474
grazeLim	0.885	0.00203468631578947
grazeLim	0.8925	0.00244241052631579
grazeLim	0.8925	0.00192734263157895
grazeLim	0.8925	0.00211615157894737
grazeLim	0.8925	0.00204512421052632
grazeLim	0.8925	0.00216946210526316
grazeLim	0.8925	0.00249592684210526
grazeLim	0.8925	0.00217376736842105
grazeLim	0.8925	0.00217497526315789
grazeLim	0.8925	0.00192272105263158
grazeLim	0.8925	0.00219093
grazeLim	0.8925	0.00277363105263158
grazeLim	0.8925	0.00219408263157895
grazeLim	0.8925	0.00230124052631579
grazeLim	0.8925	0.00269824894736842
grazeLim	0.8925	0.00214529578947368
grazeLim	0.8925	0.00238245789473684
grazeLim	0.8925	0.00219221263157895
grazeLim	0.8925	0.00261452
grazeLim	0.8925	0.00234518421052632
grazeLim	0.8925	0.00254723263157895
grazeLim	0.8925	0.00228600210526316
grazeLim	0.8925	0.00266332421052632
grazeLim	0.8925	0.00232024052631579
grazeLim	0.8925	0.00293609315789474
grazeLim	0.8925	0.00258094105263158
grazeLim	0.8925	0.00197285789473684
grazeLim	0.8925	0.00215312368421053
grazeLim	0.8925	0.00228192210526316
grazeLim	0.8925	0.00209152157894737
grazeLim	0.8925	0.00238967105263158
grazeLim	0.9	0.00305650526315789
grazeLim	0.9	0.00233402631578947
grazeLim	0.9	0.00213987
grazeLim	0.9	0.00260122210526316
grazeLim	0.9	0.00264812947368421
grazeLim	0.9	0.00306427789473684
grazeLim	0.9	0.00272497894736842
grazeLim	0.9	0.00267194894736842
grazeLim	0.9	0.00254225631578947
grazeLim	0.9	0.00249434368421053
grazeLim	0.9	0.00326122
grazeLim	0.9	0.00268211842105263
grazeLim	0.9	0.00274050631578947
grazeLim	0.9	0.00331398578947368
grazeLim	0.9	0.00253880368421053
grazeLim	0.9	0.00284772315789474
grazeLim	0.9	0.00261049684210526
grazeLim	0.9	0.00322446315789474
grazeLim	0.9	0.00281299631578947
grazeLim	0.9	0.00304680052631579
grazeLim	0.9	0.00272395789473684
grazeLim	0.9	0.00306790315789474
grazeLim	0.9	0.00277241578947368
grazeLim	0.9	0.00358491
grazeLim	0.9	0.00307135105263158
grazeLim	0.9	0.00223595578947368
grazeLim	0.9	0.00283759631578947
grazeLim	0.9	0.00283074263157895
grazeLim	0.9	0.00245200052631579
grazeLim	0.9	0.00284952315789474
grazeLim	0.9075	0.00384298052631579
grazeLim	0.9075	0.00292477157894737
grazeLim	0.9075	0.00285730578947368
grazeLim	0.9075	0.00325659315789474
grazeLim	0.9075	0.00332966473684211
grazeLim	0.9075	0.00380200578947368
grazeLim	0.9075	0.00348544473684211
grazeLim	0.9075	0.00332415263157895
grazeLim	0.9075	0.00307936052631579
grazeLim	0.9075	0.00326597684210526
grazeLim	0.9075	0.00429148631578947
grazeLim	0.9075	0.00319086684210526
grazeLim	0.9075	0.00340235684210526
grazeLim	0.9075	0.00413474421052632
grazeLim	0.9075	0.00312664842105263
grazeLim	0.9075	0.00365054789473684
grazeLim	0.9075	0.00324572105263158
grazeLim	0.9075	0.00408612947368421
grazeLim	0.9075	0.00344210789473684
grazeLim	0.9075	0.00400613263157895
grazeLim	0.9075	0.00339666368421053
grazeLim	0.9075	0.00392098578947368
grazeLim	0.9075	0.00340646368421053
grazeLim	0.9075	0.00452951789473684
grazeLim	0.9075	0.00393562789473684
grazeLim	0.9075	0.00294395368421053
grazeLim	0.9075	0.00345815263157895
grazeLim	0.9075	0.00347836894736842
grazeLim	0.9075	0.00292606526315789
grazeLim	0.9075	0.00354225473684211
grazeLim	0.915	0.00488071
grazeLim	0.915	0.00360622842105263
grazeLim	0.915	0.00364641631578947
grazeLim	0.915	0.00404247947368421
grazeLim	0.915	0.00426223052631579
grazeLim	0.915	0.00504579105263158
grazeLim	0.915	0.00438363736842105
grazeLim	0.915	0.00429494736842105
grazeLim	0.915	0.00371404263157895
grazeLim	0.915	0.00407640105263158
grazeLim	0.915	0.00545970789473684
grazeLim	0.915	0.00404379736842105
grazeLim	0.915	0.00422635157894737
grazeLim	0.915	0.00518432421052632
grazeLim	0.915	0.00405628684210526
grazeLim	0.915	0.00450379842105263
grazeLim	0.915	0.00395109157894737
grazeLim	0.915	0.00515002473684211
grazeLim	0.915	0.00424865157894737
grazeLim	0.915	0.00504960631578947
grazeLim	0.915	0.00427026157894737
grazeLim	0.915	0.00506873894736842
grazeLim	0.915	0.00419371842105263
grazeLim	0.915	0.00595375368421053
grazeLim	0.915	0.00506597684210526
grazeLim	0.915	0.00381694157894737
grazeLim	0.915	0.00432866157894737
grazeLim	0.915	0.00455220894736842
grazeLim	0.915	0.00373263842105263
grazeLim	0.915	0.00446723473684211
grazeLim	0.9225	0.00640144789473684
grazeLim	0.9225	0.00472006526315789
grazeLim	0.9225	0.00456923947368421
grazeLim	0.9225	0.00507199315789474
grazeLim	0.9225	0.00557103947368421
grazeLim	0.9225	0.00646439578947368
grazeLim	0.9225	0.00556055842105263
grazeLim	0.9225	0.00561467210526316
grazeLim	0.9225	0.00479085894736842
grazeLim	0.9225	0.00540385526315789
grazeLim	0.9225	0.00698841578947368
grazeLim	0.9225	0.00512211210526316
grazeLim	0.9225	0.00552552105263158
grazeLim	0.9225	0.00670502894736842
grazeLim	0.9225	0.00510870368421053
grazeLim	0.9225	0.00574767315789474
grazeLim	0.9225	0.00503868842105263
grazeLim	0.9225	0.00672739368421053
grazeLim	0.9225	0.00548241368421053
grazeLim	0.9225	0.00671009052631579
grazeLim	0.9225	0.00556761894736842
grazeLim	0.9225	0.00651350421052632
grazeLim	0.9225	0.00535747421052632
grazeLim	0.9225	0.00793824157894737
grazeLim	0.9225	0.00638765947368421
grazeLim	0.9225	0.00477808157894737
grazeLim	0.9225	0.00563937578947368
grazeLim	0.9225	0.00573393368421053
grazeLim	0.9225	0.00494428052631579
grazeLim	0.9225	0.00569477789473684
grazeLim	0.93	0.0086479552631579
grazeLim	0.93	0.00639462105263158
grazeLim	0.93	0.00568610947368421
grazeLim	0.93	0.00664090736842105
grazeLim	0.93	0.00723197368421053
grazeLim	0.93	0.00858215105263158
grazeLim	0.93	0.00729201526315789
grazeLim	0.93	0.00752725368421053
grazeLim	0.93	0.00631537789473684
grazeLim	0.93	0.00696158263157895
grazeLim	0.93	0.00933109736842105
grazeLim	0.93	0.00678374421052632
grazeLim	0.93	0.00730432157894737
grazeLim	0.93	0.00897328105263158
grazeLim	0.93	0.00661858157894737
grazeLim	0.93	0.00763615368421053
grazeLim	0.93	0.00664129842105263
grazeLim	0.93	0.00877429315789474
grazeLim	0.93	0.00702574368421053
grazeLim	0.93	0.00894533210526316
grazeLim	0.93	0.00741476421052632
grazeLim	0.93	0.0086722052631579
grazeLim	0.93	0.00710317421052632
